O2,P8,T8,FC6,F4,F8,AF4,label
4609.74,4188.21,4221.03,4203.08,4275.38,4593.33,4353.85,1
4608.21,4193.33,4225.13,4178.97,4271.28,4588.21,4353.85,0
4614.87,4212.82,4251.79,4212.31,4289.74,4612.31,4382.05,0
4589.23,4176.92,4213.85,4187.69,4267.69,4592.82,4350.26,0
4612.82,4191.79,4222.56,4192.82,4261.03,4596.92,4332.31,0
4621.54,4192.31,4208.72,4191.79,4251.79,4592.82,4329.74,0
4614.36,4196.92,4237.44,4198.97,4260,4590.77,4351.79,1
4605.64,4191.79,4226.67,4205.13,4254.36,4592.31,4359.49,1
4595.38,4189.23,4223.59,4204.62,4273.33,4598.97,4356.92,0
4600.51,4186.67,4231.28,4190.26,4267.18,4590.77,4350.77,1
4625.64,4219.49,4239.49,4216.92,4276.92,4603.59,4358.46,0
4674.36,4220,4241.54,4223.59,4293.33,4622.56,4362.05,0
4611.79,4187.69,4225.64,4195.38,4267.18,4583.08,4362.05,1
4610.77,4193.85,4226.67,4197.44,4282.56,4596.92,4351.79,0
4598.46,4174.87,4209.23,4180.51,4246.67,4583.59,4324.1,0
4654.87,4235.38,4281.03,4267.18,4330.26,4673.85,4416.41,0
4615.9,4207.69,4231.79,4207.18,4278.46,4600,4363.59,1
4592.82,4178.46,4213.33,4144.1,4271.79,4599.49,4354.87,0
4610.26,4199.49,4231.79,4203.08,4276.92,4624.62,4351.28,1
4609.23,4201.03,4222.56,4188.21,4254.87,4595.38,4338.46,0
4608.72,4209.23,4236.41,4213.85,4279.49,4613.85,4349.23,0
4612.82,4192.82,4242.05,4184.1,4266.67,4611.28,4358.97,0
4619.49,4198.46,4229.23,4202.56,4269.23,4608.21,4336.41,0
4624.1,4197.95,4225.13,4194.36,4265.13,4597.95,4341.54,0
4629.74,4205.64,4242.05,4225.64,4297.44,4624.1,4371.28,0
4607.69,4181.54,4211.79,4191.79,4260,4573.33,4306.15,0
4618.97,4204.1,4230.26,4198.46,4266.15,4593.33,4336.41,0
4616.92,4211.79,4243.08,4216.41,4282.56,4609.23,4355.9,0
4602.56,4186.67,4220,4151.28,4268.72,4592.31,4363.59,0
4613.33,4193.33,4233.33,4163.59,4260.51,4591.28,4361.54,0
4597.95,4187.18,4202.05,4150.26,4228.21,4526.67,4265.13,1
4600,4185.13,4219.49,4203.59,4277.95,4620,4336.92,1
4618.46,4208.21,4246.67,4220,4267.69,4633.33,4381.54,1
4612.82,4203.08,4218.97,4192.31,4282.05,4605.13,4355.9,0
4664.62,4206.67,4234.36,4212.31,4288.72,4610.26,4352.82,0
4585.13,4162.56,4186.15,4119.49,4218.97,4480,4233.33,0
4616.92,4201.03,4246.67,4206.67,4286.15,4612.82,4381.03,1
4602.56,4205.64,4236.92,4206.67,4275.38,4610.77,4352.82,1
4634.87,4215.9,4232.31,4182.05,4301.54,4622.05,4373.33,1
4614.36,4193.33,4229.23,4194.36,4265.64,4600,4349.74,1
4588.72,4185.64,4205.64,4169.74,4248.21,4536.92,4272.31,0
4614.36,4181.03,4217.44,4179.49,4264.62,4594.87,4338.46,0
4622.05,4213.33,4245.13,4250.26,4295.9,4690.77,4431.79,1
4592.31,4210.26,4224.62,4195.38,4260,4586.67,4336.92,0
4605.64,4191.28,4215.9,4209.23,4274.36,4591.28,4352.31,0
4618.46,4205.64,4243.08,4238.97,4304.62,4654.87,4443.08,1
4595.38,4191.28,4218.97,4195.38,4261.54,4585.13,4334.87,0
4624.62,4202.05,4246.15,4224.62,4288.21,4639.49,4389.74,1
4614.87,4202.05,4241.03,4224.62,4278.97,4637.44,4390.26,1
4641.03,4220,4257.44,4207.69,4295.38,4624.1,4382.56,1
4598.46,4195.9,4222.05,4195.9,4281.03,4593.33,4368.72,1
4642.56,4225.13,4277.95,4268.21,4317.44,4717.44,4465.64,1
4609.74,4204.62,4222.05,4199.49,4268.72,4579.49,4341.03,0
4640.51,4207.18,4247.18,4207.69,4284.62,4617.95,4374.36,0
4598.97,4198.46,4232.82,4209.23,4277.44,4623.59,4368.72,0
4588.72,4172.82,4213.85,4192.31,4256.41,4591.28,4341.03,0
4622.56,4220,4233.85,4223.08,4293.85,4620,4373.33,1
4619.49,4191.28,4195.38,4176.92,4274.36,4544.62,4329.23,1
4598.97,4190.26,4210.26,4185.13,4251.79,4605.64,4335.38,1
4615.9,4203.59,4233.85,4199.49,4278.97,4615.9,4367.69,0
4633.33,4214.87,4233.33,4194.87,4265.64,4599.49,4306.67,0
4610.26,4186.67,4216.92,4190.77,4269.74,4585.64,4343.59,0
4610.77,4196.92,4217.44,4193.85,4262.05,4596.92,4342.56,0
4611.79,4180.51,4224.1,4209.23,4285.13,4579.49,4358.97,1
4611.79,4184.62,4222.56,4190.77,4262.56,4574.36,4350.26,1
4597.95,4192.31,4223.08,4187.18,4283.08,4607.18,4367.69,1
4625.64,4201.03,4242.05,4192.82,4271.28,4602.05,4360,1
4619.49,4211.28,4228.72,4189.74,4278.97,4577.95,4347.18,0
4605.64,4194.36,4226.15,4185.64,4257.44,4585.13,4328.72,1
4601.54,4194.87,4232.82,4205.13,4267.69,4601.03,4365.64,0
4607.69,4178.46,4217.44,4186.15,4253.33,4577.44,4349.74,1
4600.51,4186.67,4216.41,4170.26,4248.21,4547.69,4285.13,0
4585.13,4176.92,4228.21,4196.41,4283.59,4600,4393.85,1
4609.74,4193.85,4224.62,4199.49,4267.69,4597.95,4341.03,1
4627.18,4209.74,4236.92,4214.36,4296.41,4608.72,4376.92,1
4632.31,4211.28,4238.46,4207.18,4290.77,4592.31,4348.72,0
4617.95,4209.23,4233.33,4211.79,4280.51,4608.72,4360,1
4601.54,4178.46,4191.28,4169.74,4252.31,4559.49,4314.36,0
4594.87,4183.59,4218.97,4173.33,4262.56,4590.77,4338.97,1
4660,4235.9,4267.18,4247.69,4310.77,4647.18,4404.1,0
4607.18,4187.69,4230.77,4192.31,4267.69,4595.9,4336.41,1
4592.82,4185.13,4224.62,4194.36,4275.9,4613.33,4349.74,1
4618.46,4199.49,4223.08,4175.9,4286.15,4614.36,4363.08,1
4628.72,4229.74,4280.51,4235.9,4283.08,4651.28,4380,1
4621.03,4191.79,4227.18,4205.64,4296.41,4611.79,4341.03,0
4606.15,4196.92,4225.13,4187.18,4272.31,4581.54,4335.38,0
4616.92,4211.79,4251.79,4197.95,4290.26,4610.77,4387.69,0
4605.13,4189.23,4217.95,4207.18,4271.79,4605.64,4346.15,0
4615.9,4215.9,4229.74,4196.41,4273.33,4598.46,4343.08,0
4611.28,4214.87,4233.33,4197.44,4290.77,4587.18,4385.13,1
4637.95,4215.38,4240.51,4220.51,4297.95,4611.79,4377.44,1
4616.92,4212.82,4242.05,4217.95,4284.62,4619.49,4378.97,1
4622.05,4206.15,4240.51,4212.82,4284.1,4607.18,4353.33,0
4608.21,4201.03,4234.87,4195.38,4270.26,4611.28,4332.82,0
4618.46,4192.31,4216.92,4189.23,4282.05,4604.62,4368.72,1
4607.18,4194.87,4223.59,4182.56,4256.92,4589.23,4336.92,1
4607.18,4190.77,4219.49,4193.85,4272.31,4601.54,4343.59,0
4607.18,4165.64,4211.28,4174.87,4247.18,4545.13,4301.54,0
4573.33,4153.85,4165.64,4124.62,4235.9,4480.51,4258.97,0
4626.15,4227.69,4246.15,4221.03,4277.95,4627.18,4362.05,0
4622.05,4204.62,4225.13,4193.85,4283.08,4611.28,4374.87,1
4607.69,4190.77,4227.69,4183.08,4290.77,4637.95,4408.72,1
4613.33,4195.38,4224.62,4212.31,4276.92,4607.18,4356.41,1
4603.08,4192.31,4214.36,4188.21,4269.23,4609.74,4347.69,1
4623.08,4205.64,4210.77,4193.33,4272.31,4576.41,4337.95,1
4583.59,4178.97,4223.08,4180.51,4260,4585.64,4326.67,0
4631.28,4207.18,4232.82,4237.95,4314.36,4650.77,4407.69,1
4588.21,4188.21,4218.46,4196.41,4285.64,4606.15,4367.18,0
4600.51,4188.21,4223.59,4176.41,4263.08,4585.13,4326.15,0
4623.08,4207.18,4210.26,4191.79,4260,4581.54,4338.46,1
4605.13,4187.69,4216.41,4202.05,4268.21,4601.03,4339.49,0
4628.72,4211.79,4226.67,4188.21,4261.03,4588.72,4303.08,0
4622.05,4203.59,4234.36,4197.44,4278.97,4587.69,4342.56,1
4601.54,4167.18,4213.33,4204.1,4286.15,4580.51,4353.85,1
4611.79,4204.62,4256.41,4223.08,4290.77,4627.18,4393.33,0
4613.85,4201.54,4235.9,4198.46,4271.79,4592.82,4343.08,1
4603.59,4202.56,4234.87,4204.62,4279.49,4613.33,4354.87,0
4584.62,4184.62,4231.79,4237.44,4300,4683.08,4455.9,0
4606.67,4193.33,4230.26,4208.72,4270.77,4607.69,4369.74,0
4610.77,4202.56,4225.13,4166.67,4271.79,4601.03,4356.92,0
4610.77,4203.59,4240.51,4210.77,4285.13,4614.87,4355.38,0
4628.72,4221.03,4245.13,4224.1,4291.79,4632.31,4375.38,0
4610.26,4187.18,4229.23,4196.41,4279.49,4612.31,4374.87,1
4724.1,4313.85,4345.64,4312.82,4381.03,4713.85,4461.03,0
4594.87,4181.54,4197.44,4131.28,4224.1,4496.41,4244.62,0
4612.82,4188.72,4207.18,4199.49,4295.9,4647.18,4478.97,0
4593.33,4185.64,4216.41,4185.13,4265.13,4584.1,4352.31,1
4618.46,4192.31,4222.56,4178.46,4254.87,4584.62,4332.82,1
4629.23,4233.33,4249.23,4223.08,4287.69,4626.67,4373.85,1
4604.62,4188.21,4216.92,4201.54,4274.36,4591.79,4348.72,1
4620,4204.1,4224.1,4193.85,4272.82,4585.64,4329.23,0
4607.69,4178.97,4176.41,4150.26,4236.92,4528.72,4279.49,0
4614.87,4203.08,4233.33,4198.97,4287.18,4595.38,4373.85,0
4595.9,4181.54,4207.18,4178.97,4278.97,4565.13,4352.31,1
4614.87,4194.36,4220,4177.95,4263.08,4596.41,4348.72,0
4610.77,4199.49,4238.46,4184.1,4281.03,4611.28,4360,1
4616.41,4203.08,4230.77,4180,4265.13,4591.28,4350.26,0
4653.33,4231.79,4261.54,4227.69,4288.72,4651.28,4398.46,1
4605.64,4189.23,4208.21,4187.18,4264.1,4594.87,4329.74,0
4604.62,4182.05,4205.64,4191.28,4270.77,4582.05,4339.49,0
4607.69,4191.28,4220.51,4145.64,4269.23,4591.28,4350.77,0
4609.23,4188.21,4227.18,4188.21,4265.64,4590.77,4348.21,1
4615.9,4208.72,4255.9,4216.41,4297.95,4637.95,4399.49,1
4617.44,4203.59,4248.21,4202.05,4283.08,4603.08,4345.64,1
4608.21,4203.59,4234.36,4215.38,4281.03,4621.03,4376.92,1
4637.44,4208.21,4256.92,4230.26,4303.59,4626.67,4392.82,0
4609.23,4196.92,4226.67,4207.69,4276.41,4601.54,4369.23,1
4586.67,4185.13,4214.36,4180,4270.77,4596.92,4356.41,0
4595.38,4205.13,4222.56,4203.08,4269.74,4608.72,4353.33,0
4583.08,4172.82,4206.67,4180,4253.33,4598.46,4322.05,1
4595.38,4197.95,4233.33,4197.44,4281.54,4600,4360,1
4606.15,4181.03,4221.03,4172.82,4276.92,4638.97,4374.87,1
4623.08,4217.95,4250.77,4214.87,4288.72,4626.67,4383.08,1
4600.51,4190.77,4210.77,4185.64,4281.54,4584.62,4378.97,1
4602.56,4188.21,4235.9,4202.05,4288.72,4591.28,4373.85,0
4667.18,4258.46,4288.72,4262.05,4330.26,4680,4429.23,1
4614.36,4197.44,4231.79,4167.69,4269.74,4597.44,4348.72,0
4634.36,4214.87,4261.03,4230.77,4298.46,4629.23,4384.62,0
4645.64,4218.97,4254.36,4224.1,4289.74,4643.08,4392.31,1
4613.33,4203.08,4229.74,4206.67,4274.36,4607.18,4342.05,0
4588.21,4172.31,4203.59,4187.69,4268.72,4606.67,4341.54,1
4646.15,4224.62,4252.82,4223.59,4290.26,4624.62,4352.31,0
4656.92,4249.23,4276.92,4281.03,4323.59,4728.72,4433.33,1
4621.03,4207.69,4234.36,4210.77,4289.74,4608.21,4337.95,0
4611.79,4195.9,4210.26,4188.21,4260.51,4601.03,4366.67,0
4591.79,4185.64,4208.72,4173.85,4260.51,4603.59,4336.92,0
4598.97,4176.92,4206.67,4181.54,4253.33,4600,4323.59,1
4623.08,4203.59,4235.9,4198.97,4275.9,4600.51,4361.54,1
4630.77,4212.31,4221.54,4211.28,4277.95,4591.28,4349.74,1
4608.72,4196.92,4227.69,4180.51,4265.64,4593.33,4346.67,0
4652.31,4212.31,4230.26,4208.72,4292.31,4606.15,4347.18,0
4634.87,4225.64,4263.08,4218.97,4290.26,4623.59,4364.62,1
4627.18,4208.21,4243.08,4221.54,4295.38,4618.97,4376.92,0
4614.36,4194.87,4231.79,4186.15,4261.03,4601.03,4345.13,0
4621.54,4208.21,4229.23,4178.46,4290.26,4617.44,4358.97,1
4623.59,4201.54,4218.97,4204.1,4270.26,4584.62,4356.41,0
4635.38,4225.13,4252.31,4211.28,4283.59,4611.79,4363.59,1
4652.31,4230.26,4246.15,4201.54,4304.62,4614.36,4377.44,1
4614.87,4197.95,4235.9,4204.1,4283.59,4607.69,4367.69,1
4618.97,4190.26,4209.23,4190.26,4268.21,4564.1,4325.64,1
4622.56,4211.79,4215.9,4181.03,4288.72,4620,4352.31,1
4615.38,4211.79,4224.1,4194.87,4258.97,4608.21,4332.82,0
4601.03,4190.26,4232.31,4196.41,4256.41,4594.36,4344.1,0
4612.82,4189.23,4223.59,4185.64,4263.08,4567.18,4330.77,0
4613.33,4184.1,4220.51,4199.49,4270.26,4602.05,4344.62,0
4606.67,4196.41,4235.38,4214.36,4275.9,4618.97,4363.59,0
4620,4209.74,4238.97,4197.44,4290.26,4611.28,4368.72,0
4605.13,4208.21,4236.92,4207.18,4289.23,4617.44,4371.28,0
4618.97,4218.46,4223.08,4182.05,4284.1,4562.56,4313.85,1
4624.1,4216.41,4255.38,4246.67,4311.79,4669.74,4458.46,1
4603.08,4195.9,4211.79,4172.31,4248.21,4545.13,4284.62,0
4619.49,4222.56,4249.74,4257.95,4310.77,4700,4450.26,1
4661.03,4243.59,4283.08,4273.85,4332.31,4674.87,4417.44,1
4622.56,4211.79,4231.28,4197.44,4261.03,4596.41,4330.26,0
4587.69,4190.77,4204.62,4180,4252.82,4579.49,4347.69,1
4606.15,4187.69,4202.05,4165.13,4261.54,4569.74,4313.85,0
4611.79,4202.56,4221.54,4202.05,4274.87,4597.44,4339.49,0
4588.72,4172.31,4211.28,4192.31,4267.18,4607.69,4326.15,1
4602.05,4202.05,4245.64,4208.21,4276.41,4605.13,4363.08,1
4602.56,4189.74,4210.26,4197.44,4271.28,4592.82,4354.87,0
4606.15,4193.33,4205.64,4169.23,4242.56,4541.03,4281.54,0
4618.97,4172.82,4223.59,4198.97,4269.74,4582.05,4341.03,1
4671.79,4254.87,4269.23,4215.9,4331.28,4622.05,4409.23,1
4618.97,4205.64,4230.26,4195.38,4275.38,4600.51,4351.28,1
4608.21,4188.21,4224.1,4197.44,4256.92,4590.26,4347.18,0
4614.87,4197.44,4230.77,4214.87,4273.85,4606.15,4375.9,1
4604.62,4187.18,4234.36,4194.87,4262.05,4592.31,4345.13,0
4615.9,4205.64,4240.51,4200,4273.33,4594.36,4349.74,0
4609.74,4197.95,4253.33,4220,4285.13,4633.85,4384.1,1
4619.49,4213.85,4227.18,4208.72,4273.33,4598.97,4347.18,0
4596.41,4173.33,4233.33,4197.95,4267.18,4606.67,4358.46,1
4609.74,4194.36,4213.85,4197.95,4275.9,4601.54,4343.08,0
4633.33,4214.87,4252.82,4228.21,4292.31,4633.33,4390.77,1
4622.05,4204.1,4246.67,4200.51,4277.44,4596.92,4367.18,1
4613.85,4195.9,4223.59,4202.05,4282.05,4609.23,4352.31,0
4683.08,4266.15,4293.85,4281.03,4321.03,4668.72,4417.44,1
4613.33,4199.49,4225.64,4209.74,4280,4598.46,4355.38,0
4618.97,4195.9,4230.77,4196.41,4281.03,4601.54,4349.23,1
4607.69,4192.31,4231.28,4195.38,4265.64,4592.82,4370.77,0
4614.36,4195.9,4232.31,4209.74,4280,4611.79,4358.46,0
4610.26,4192.31,4222.56,4191.28,4255.9,4580.51,4352.82,1
4648.21,4235.38,4278.97,4269.23,4331.28,4677.44,4435.38,1
4615.9,4225.64,4243.59,4211.79,4276.41,4603.08,4354.36,0
4607.18,4190.26,4227.18,4153.33,4264.62,4597.95,4353.85,0
4615.38,4195.9,4231.28,4205.64,4281.03,4597.44,4343.59,0
4609.74,4195.9,4212.31,4174.36,4273.33,4588.21,4331.79,0
4617.44,4210.26,4227.69,4209.74,4281.03,4617.44,4370.77,0
4610.77,4196.41,4230.26,4195.9,4265.13,4606.15,4339.49,0
4615.38,4199.49,4232.31,4204.1,4265.13,4604.1,4351.79,0
4613.85,4191.79,4220,4142.05,4259.49,4577.95,4349.74,0
4632.31,4210.77,4223.59,4174.87,4292.31,4608.72,4370.26,1
4637.95,4221.03,4249.23,4222.56,4293.85,4611.28,4363.59,0
4609.23,4215.38,4235.38,4205.13,4276.92,4610.77,4350.26,0
4609.74,4193.33,4225.13,4178.97,4262.56,4566.15,4311.79,0
4615.9,4202.56,4250.26,4212.31,4287.18,4609.74,4369.74,1
4603.59,4212.31,4242.05,4203.08,4285.64,4599.49,4376.92,0
4608.72,4191.79,4214.87,4176.92,4257.95,4537.44,4321.54,0
4610.77,4192.31,4212.31,4177.95,4275.38,4568.21,4315.9,0
4697.95,4284.62,4324.1,4301.54,4367.18,4698.46,4453.85,0
4599.49,4184.62,4208.72,4184.1,4266.15,4598.46,4335.9,1
4592.31,4182.56,4205.64,4175.38,4261.03,4602.05,4335.38,0
4616.41,4190.77,4225.13,4206.15,4275.9,4595.9,4376.41,1
4609.23,4192.31,4228.21,4212.31,4294.36,4618.97,4373.33,0
4630.77,4201.54,4234.87,4207.69,4271.79,4595.38,4345.13,0
4603.08,4185.64,4223.08,4178.97,4254.87,4580.51,4320,0
4623.59,4196.41,4223.08,4217.95,4297.44,4604.62,4357.95,1
4621.03,4201.03,4214.36,4164.62,4287.18,4610.77,4355.38,1
4606.67,4193.33,4226.15,4189.74,4274.36,4605.64,4345.13,0
4614.36,4183.59,4215.9,4196.92,4275.38,4578.46,4358.97,1
4623.08,4217.44,4231.79,4229.74,4302.56,4629.74,4384.1,1
4627.18,4223.08,4245.64,4204.1,4287.69,4596.92,4365.13,1
4638.97,4210.77,4226.67,4207.69,4279.49,4632.82,4384.1,0
4606.67,4202.56,4222.05,4209.74,4271.79,4611.28,4342.56,1
4608.21,4196.92,4219.49,4196.41,4270.77,4605.64,4353.33,0
4606.67,4190.77,4229.74,4194.36,4265.13,4600.51,4347.18,1
4623.59,4196.92,4211.79,4196.92,4286.15,4578.97,4382.56,0
4604.62,4184.1,4236.92,4194.36,4279.49,4582.56,4330.77,0
4613.85,4210.26,4233.85,4201.03,4277.44,4622.05,4356.92,0
4609.74,4196.41,4229.74,4206.67,4278.97,4608.21,4352.31,1
4593.33,4183.59,4214.87,4180.51,4252.82,4604.1,4318.46,1
4614.87,4188.21,4233.85,4188.21,4271.79,4573.85,4350.26,1
4653.85,4233.85,4276.92,4256.92,4324.1,4663.08,4418.97,0
4619.49,4203.59,4229.74,4187.18,4270.26,4587.18,4331.28,0
4618.97,4195.38,4217.95,4207.18,4279.49,4602.56,4355.38,0
4617.95,4208.21,4239.49,4206.15,4272.82,4604.1,4351.28,0
4628.21,4196.92,4238.97,4220,4289.74,4625.13,4364.1,0
4633.33,4230.26,4253.85,4239.49,4294.36,4636.92,4371.28,1
4614.87,4205.64,4244.62,4210.77,4285.64,4620.51,4361.03,1
4593.33,4174.87,4210.77,4187.18,4264.1,4609.74,4328.72,1
4611.79,4200,4228.72,4178.97,4269.23,4598.46,4345.13,1
4617.44,4208.72,4241.54,4203.08,4283.08,4594.36,4373.33,0
4606.15,4185.13,4188.21,4159.49,4231.28,4551.79,4287.69,0
4621.03,4193.33,4241.54,4212.31,4277.44,4618.46,4361.54,0
4630.77,4225.64,4250.26,4233.33,4300,4638.46,4386.67,1
4641.03,4223.59,4240.51,4206.67,4298.97,4626.67,4377.95,1
4624.62,4208.72,4250.26,4219.49,4288.21,4612.31,4355.9,0
4610.77,4209.74,4235.9,4211.28,4268.72,4613.33,4355.38,0
4643.59,4214.36,4253.33,4227.18,4298.97,4637.44,4373.33,0
4612.31,4200.51,4238.46,4198.97,4276.92,4604.1,4360,1
4607.69,4206.67,4242.56,4212.82,4286.67,4633.33,4420,1
4624.1,4210.77,4238.46,4182.05,4268.72,4603.08,4353.33,1
4624.62,4203.08,4220.51,4189.74,4263.59,4591.28,4328.72,0
4588.21,4175.38,4197.44,4183.08,4275.9,4596.92,4352.31,1
4630.77,4210.26,4244.62,4223.59,4291.79,4612.31,4379.49,0
4614.36,4214.87,4217.95,4181.03,4272.31,4554.87,4303.59,0
4615.38,4197.44,4229.23,4206.67,4279.49,4600,4354.36,0
4607.18,4192.82,4208.21,4202.05,4267.69,4586.67,4342.05,1
4591.28,4179.49,4208.21,4184.1,4260,4597.95,4335.38,1
4640,4223.08,4227.18,4173.33,4289.74,4619.49,4377.44,1
4613.85,4204.1,4224.1,4221.54,4282.05,4620,4361.03,0
4601.54,4198.97,4218.46,4171.79,4260.51,4592.31,4327.18,0
4608.21,4190.77,4232.31,4203.59,4285.13,4593.85,4368.21,1
4610.77,4198.97,4222.05,4165.13,4273.33,4581.54,4351.28,0
4613.33,4193.33,4220.51,4207.18,4277.95,4606.15,4344.62,0
4599.49,4183.59,4224.1,4208.72,4280,4621.03,4356.92,1
4615.38,4202.56,4233.85,4193.85,4257.95,4590.26,4349.74,0
4621.54,4203.59,4218.46,4207.18,4273.33,4584.62,4346.15,1
4593.33,4177.44,4207.18,4174.36,4254.87,4573.33,4340.51,1
4613.85,4192.31,4216.92,4180,4246.67,4574.36,4316.92,0
4610.26,4197.44,4251.28,4226.15,4302.56,4640,4414.36,1
4615.9,4207.69,4224.1,4205.64,4270.26,4591.28,4351.28,0
4603.59,4170.77,4206.67,4177.44,4257.44,4563.59,4346.15,1
4597.44,4190.77,4242.56,4208.21,4277.44,4609.74,4364.62,0
4625.64,4214.87,4247.18,4221.54,4290.26,4621.54,4367.18,0
4616.92,4194.87,4220.51,4180,4254.87,4578.46,4327.18,1
4612.31,4211.79,4229.74,4221.54,4298.46,4626.67,4376.92,1
4605.13,4199.49,4227.69,4209.74,4283.59,4607.18,4365.64,1
4621.03,4198.97,4224.62,4184.62,4266.67,4565.13,4329.23,1
4642.05,4209.23,4235.38,4204.62,4270.26,4579.49,4327.69,0
4610.77,4193.85,4222.05,4217.95,4283.59,4606.67,4379.49,0
4611.79,4194.36,4224.62,4194.36,4260,4576.92,4357.95,1
4607.69,4205.64,4237.95,4215.38,4280,4617.95,4384.62,0
4605.13,4192.82,4225.64,4205.13,4283.08,4603.08,4357.95,0
4617.95,4203.59,4243.08,4178.97,4266.15,4591.28,4344.1,0
4589.23,4170.26,4214.36,4196.41,4276.92,4612.82,4342.05,1
4616.41,4202.56,4240,4190.26,4284.62,4612.82,4370.77,1
4601.03,4191.28,4203.59,4183.59,4265.13,4592.31,4342.05,0
4654.36,4200,4217.44,4180.51,4261.54,4550.77,4307.18,0
4640,4217.95,4255.9,4225.64,4286.15,4652.82,4395.9,1
4652.82,4221.03,4237.95,4192.82,4278.97,4590.77,4303.08,1
4611.28,4177.44,4212.82,4182.05,4253.33,4558.46,4309.23,0
4623.59,4214.87,4238.97,4194.87,4283.08,4613.85,4375.9,0
4593.33,4191.79,4232.82,4203.59,4263.59,4605.13,4348.21,0
4593.33,4192.31,4246.15,4244.1,4309.23,4666.67,4471.79,1
4635.9,4225.13,4238.46,4209.23,4269.23,4593.85,4350.26,0
4614.87,4187.69,4224.1,4204.1,4271.79,4578.97,4354.87,1
4592.31,4174.36,4213.33,4176.92,4265.64,4583.59,4328.72,0
4616.92,4191.79,4229.74,4181.03,4274.87,4582.56,4335.9,1
4620,4204.1,4225.64,4198.97,4285.13,4582.56,4355.9,0
4592.82,4178.97,4210.77,4185.13,4269.23,4577.44,4371.79,1
4600,4174.36,4222.56,4181.54,4263.59,4581.03,4366.67,0
4632.82,4224.1,4244.1,4214.36,4288.72,4629.74,4371.28,0
4594.87,4190.77,4221.03,4195.9,4287.18,4603.59,4368.72,0
4605.64,4188.72,4224.62,4210.26,4285.64,4620,4358.97,1
4581.03,4181.03,4238.97,4224.1,4302.56,4649.74,4470.26,0
4613.33,4195.9,4222.05,4207.18,4274.36,4606.67,4348.21,0
4600.51,4197.44,4216.41,4180,4268.21,4601.54,4343.59,0
4590.77,4171.28,4186.15,4125.64,4224.1,4490.77,4249.23,0
4644.1,4230.77,4269.23,4284.62,4328.72,4738.97,4450.26,1
4587.69,4179.49,4214.87,4192.82,4280.51,4604.62,4385.13,1
4603.59,4167.18,4205.13,4169.74,4251.28,4546.15,4302.05,0
4601.03,4196.41,4227.69,4194.87,4271.79,4597.44,4348.72,0
4617.95,4208.72,4221.03,4190.26,4282.56,4577.95,4359.49,0
4613.33,4196.92,4218.46,4195.9,4288.21,4598.46,4352.31,1
4626.67,4224.1,4278.46,4273.33,4331.28,4749.74,4506.15,1
4628.21,4217.95,4245.64,4215.9,4296.92,4610.77,4362.05,0
4648.21,4222.05,4265.64,4231.79,4294.87,4655.38,4403.08,1
4602.05,4197.95,4211.79,4175.38,4249.23,4548.72,4285.13,0
4602.56,4182.56,4218.97,4182.56,4258.97,4583.08,4343.08,0
4600,4198.46,4217.95,4179.49,4282.05,4586.15,4322.05,0
4632.82,4220.51,4248.72,4228.72,4288.72,4617.44,4374.36,0
4606.15,4186.15,4231.28,4192.82,4264.1,4598.46,4354.87,0
4603.59,4186.67,4215.38,4208.21,4277.95,4597.44,4369.74,1
4608.21,4188.21,4238.97,4297.44,4343.08,4783.59,4530.77,1
4600,4193.33,4229.74,4191.79,4262.05,4597.95,4356.92,0
4608.72,4194.36,4228.72,4212.82,4277.95,4637.44,4393.33,0
4625.64,4210.77,4217.95,4207.18,4282.05,4589.74,4351.79,1
4597.44,4194.87,4234.36,4190.77,4282.56,4593.33,4361.03,0
4682.05,4270.26,4293.33,4281.54,4328.21,4673.85,4418.46,1
4593.85,4189.23,4226.67,4216.92,4277.95,4618.46,4389.23,0
4625.13,4212.31,4237.44,4209.74,4286.15,4597.95,4374.87,0
4609.74,4189.23,4227.18,4205.13,4267.69,4608.72,4351.28,0
4595.9,4178.46,4216.41,4190.26,4254.36,4590.26,4341.54,0
4605.64,4204.1,4235.9,4208.72,4287.18,4610.77,4358.46,0
4610.77,4197.95,4217.44,4185.64,4272.82,4576.41,4350.77,0
4595.38,4179.49,4190.26,4160,4230.26,4556.41,4294.87,0
4607.69,4188.21,4226.67,4168.72,4272.31,4600,4354.87,0
4628.72,4232.31,4245.13,4220.51,4281.03,4620.51,4361.54,1
4604.62,4200,4258.46,4237.95,4309.23,4676.92,4461.54,0
4596.41,4206.67,4221.54,4201.54,4263.59,4605.13,4342.56,0
4631.28,4215.38,4250.26,4183.59,4277.95,4618.97,4365.13,1
4604.1,4194.36,4222.56,4196.41,4274.36,4597.44,4363.08,1
4608.72,4201.54,4231.79,4201.54,4282.56,4634.87,4366.15,1
4618.97,4200.51,4232.82,4205.13,4269.23,4616.92,4363.59,1
4603.08,4202.05,4220.51,4189.74,4269.74,4576.92,4336.41,0
4604.1,4190.77,4222.56,4172.31,4269.23,4601.54,4356.92,0
4599.49,4188.21,4224.62,4180,4261.03,4553.33,4304.62,1
4595.9,4196.92,4214.36,4185.13,4269.23,4568.21,4326.15,0
4572.31,4175.9,4220,4180,4317.44,4663.08,4478.46,0
4617.44,4212.82,4261.54,4227.69,4306.15,4640.51,4417.95,1
4613.85,4207.69,4230.26,4192.82,4272.82,4589.23,4357.95,0
