AF3,F7,F3,F4,F8,AF4,label
4268.72,3968.72,4245.64,4268.21,4564.1,4325.64,1
4291.79,3993.33,4254.36,4288.72,4620,4352.31,1
4264.1,3994.36,4232.82,4258.97,4608.21,4332.82,0
4274.36,3971.28,4247.18,4256.41,4594.36,4344.1,0
4268.21,4015.9,4230.26,4263.08,4567.18,4330.77,0
4283.59,3981.03,4265.64,4270.26,4602.05,4344.62,0
4293.33,3987.69,4262.05,4275.9,4618.97,4363.59,0
4303.08,4014.36,4270.77,4290.26,4611.28,4368.72,0
4308.72,3990.77,4277.95,4289.23,4617.44,4371.28,0
4272.82,4014.36,4262.56,4284.1,4562.56,4313.85,1
4385.13,4033.85,4285.64,4311.79,4669.74,4458.46,1
4215.9,3967.69,4224.62,4248.21,4545.13,4284.62,0
4355.9,3985.13,4275.38,4310.77,4700,4450.26,1
4362.56,4047.18,4324.1,4332.31,4674.87,4417.44,1
4276.41,4009.23,4245.64,4261.03,4596.41,4330.26,0
4290.77,4001.54,4249.23,4252.82,4579.49,4347.69,1
4260.51,3980.51,4248.21,4261.54,4569.74,4313.85,0
4281.54,4002.05,4262.05,4274.87,4597.44,4339.49,0
4263.59,3986.15,4248.72,4267.18,4607.69,4326.15,1
4307.69,4042.05,4264.62,4276.41,4605.13,4363.08,1
4285.13,4007.69,4267.18,4271.28,4592.82,4354.87,0
4217.95,3965.64,4224.62,4242.56,4541.03,4281.54,0
4279.49,3976.41,4247.18,4269.74,4582.05,4341.03,1
4379.49,4031.28,4329.23,4331.28,4622.05,4409.23,1
4288.21,3997.44,4260.51,4275.38,4600.51,4351.28,1
4283.59,3980,4253.85,4256.92,4590.26,4347.18,0
4309.74,4037.95,4269.74,4273.85,4606.15,4375.9,1
4288.72,3974.87,4244.62,4262.05,4592.31,4345.13,0
4295.38,4014.87,4248.21,4273.33,4594.36,4349.74,0
4331.28,4006.15,4280.51,4285.13,4633.85,4384.1,1
4290.26,4016.41,4267.69,4273.33,4598.97,4347.18,0
4312.31,4031.79,4262.56,4267.18,4606.67,4358.46,1
4275.9,3990.77,4257.95,4275.9,4601.54,4343.08,0
4309.74,3992.82,4278.46,4292.31,4633.33,4390.77,1
4304.62,4034.87,4261.54,4277.44,4596.92,4367.18,1
4289.74,4012.82,4273.33,4282.05,4609.23,4352.31,0
4354.87,4041.03,4310.77,4321.03,4668.72,4417.44,1
4292.31,4017.44,4280,4280,4598.46,4355.38,0
4296.92,4005.64,4266.67,4281.03,4601.54,4349.23,1
4306.15,4021.03,4275.38,4265.64,4592.82,4370.77,0
4297.95,4015.9,4274.87,4280,4611.79,4358.46,0
4285.13,4017.95,4246.15,4255.9,4580.51,4352.82,1
4354.36,4054.87,4327.69,4331.28,4677.44,4435.38,1
4297.95,3987.18,4265.13,4276.41,4603.08,4354.36,0
4301.03,4008.72,4269.23,4264.62,4597.95,4353.85,0
4299.49,4009.23,4249.74,4281.03,4597.44,4343.59,0
4272.31,3977.95,4266.15,4273.33,4588.21,4331.79,0
4300,4042.05,4263.08,4281.03,4617.44,4370.77,0
4269.23,3985.64,4245.13,4265.13,4606.15,4339.49,0
4283.08,3975.38,4248.21,4265.13,4604.1,4351.79,0
4292.31,4008.21,4277.44,4259.49,4577.95,4349.74,0
4307.69,3969.23,4248.72,4292.31,4608.72,4370.26,1
4297.44,3996.92,4266.67,4293.85,4611.28,4363.59,0
4292.31,4053.33,4268.72,4276.92,4610.77,4350.26,0
4264.1,3976.41,4244.1,4262.56,4566.15,4311.79,0
4303.59,4004.1,4266.67,4287.18,4609.74,4369.74,1
4312.82,4023.08,4258.46,4285.64,4599.49,4376.92,0
4258.97,4012.82,4248.72,4257.95,4537.44,4321.54,0
4253.33,3972.31,4265.64,4275.38,4568.21,4315.9,0
4385.64,4087.69,4342.05,4367.18,4698.46,4453.85,0
4278.97,3991.28,4263.08,4266.15,4598.46,4335.9,1
4283.08,4035.9,4259.49,4261.03,4602.05,4335.38,0
4306.15,3973.33,4263.59,4275.9,4595.9,4376.41,1
4317.95,3996.41,4270.26,4294.36,4618.97,4373.33,0
4273.33,3984.1,4248.21,4271.79,4595.38,4345.13,0
4261.54,4007.18,4244.62,4254.87,4580.51,4320,0
4284.62,3997.44,4263.59,4297.44,4604.62,4357.95,1
4293.33,3986.15,4260,4287.18,4610.77,4355.38,1
4293.85,4043.08,4261.54,4274.36,4605.64,4345.13,0
4295.9,4005.13,4263.59,4275.38,4578.46,4358.97,1
4331.79,4054.36,4283.59,4302.56,4629.74,4384.1,1
4301.03,3981.54,4271.79,4287.69,4596.92,4365.13,1
4324.62,4004.62,4293.85,4279.49,4632.82,4384.1,0
4283.59,4024.1,4247.18,4271.79,4611.28,4342.56,1
4308.21,4061.54,4265.64,4270.77,4605.64,4353.33,0
4280,3982.56,4249.74,4265.13,4600.51,4347.18,1
4335.38,4034.36,4270.26,4286.15,4578.97,4382.56,0
4299.49,4018.46,4248.72,4279.49,4582.56,4330.77,0
4311.79,4062.05,4270.26,4277.44,4622.05,4356.92,0
4307.69,4005.13,4262.05,4278.97,4608.21,4352.31,1
4265.64,4015.38,4245.64,4252.82,4604.1,4318.46,1
4294.87,4026.67,4265.64,4271.79,4573.85,4350.26,1
4363.08,4054.36,4356.92,4324.1,4663.08,4418.97,0
4276.41,3999.49,4252.82,4270.26,4587.18,4331.28,0
4301.54,4003.08,4236.41,4279.49,4602.56,4355.38,0
4303.08,4013.85,4265.13,4272.82,4604.1,4351.28,0
4313.33,4017.44,4281.54,4289.74,4625.13,4364.1,0
4321.54,4044.1,4264.62,4294.36,4636.92,4371.28,1
4286.67,3975.9,4258.46,4285.64,4620.51,4361.03,1
4272.82,3997.44,4248.21,4264.1,4609.74,4328.72,1
4274.87,3971.28,4236.92,4269.23,4598.46,4345.13,1
4294.36,3999.49,4265.64,4283.08,4594.36,4373.33,0
4228.72,4021.54,4213.33,4231.28,4551.79,4287.69,0
4303.08,4000,4262.05,4277.44,4618.46,4361.54,0
4331.28,4051.79,4267.69,4300,4638.46,4386.67,1
4317.44,4023.08,4296.41,4298.97,4626.67,4377.95,1
4292.82,4004.1,4265.13,4288.21,4612.31,4355.9,0
4288.72,4006.67,4262.05,4268.72,4613.33,4355.38,0
4313.33,4007.18,4280.51,4298.97,4637.44,4373.33,0
4287.18,3985.13,4253.85,4276.92,4604.1,4360,1
4360.51,3981.54,4260.51,4286.67,4633.33,4420,1
4294.87,4003.08,4248.72,4268.72,4603.08,4353.33,1
4289.74,4007.69,4250.77,4263.59,4591.28,4328.72,0
4292.82,3997.44,4262.56,4275.9,4596.92,4352.31,1
4318.97,4023.59,4293.33,4291.79,4612.31,4379.49,0
4258.46,4005.13,4246.67,4272.31,4554.87,4303.59,0
4284.62,3988.21,4261.54,4279.49,4600,4354.36,0
4266.15,3974.87,4251.28,4267.69,4586.67,4342.05,1
4274.36,3992.31,4248.21,4260,4597.95,4335.38,1
4316.92,3981.03,4248.21,4289.74,4619.49,4377.44,1
4290.26,3996.41,4265.64,4282.05,4620,4361.03,0
4283.08,3983.08,4247.18,4260.51,4592.31,4327.18,0
4298.97,4023.08,4272.31,4285.13,4593.85,4368.21,1
4287.69,4006.15,4260.51,4273.33,4581.54,4351.28,0
4294.36,4002.05,4278.97,4277.95,4606.15,4344.62,0
4295.38,4014.87,4266.15,4280,4621.03,4356.92,1
4288.21,4008.72,4263.08,4257.95,4590.26,4349.74,0
4288.21,3992.31,4262.05,4273.33,4584.62,4346.15,1
4292.31,4007.69,4243.08,4254.87,4573.33,4340.51,1
4251.28,3991.28,4245.13,4246.67,4574.36,4316.92,0
4353.33,3991.28,4282.05,4302.56,4640,4414.36,1
4303.08,4003.08,4262.56,4270.26,4591.28,4351.28,0
4282.05,4000.51,4249.23,4257.44,4563.59,4346.15,1
4306.15,4018.46,4262.05,4277.44,4609.74,4364.62,0
4290.77,3988.21,4262.05,4290.26,4621.54,4367.18,0
4265.13,3989.74,4245.64,4254.87,4578.46,4327.18,1
4321.54,4043.08,4270.77,4298.46,4626.67,4376.92,1
4313.33,3997.44,4271.79,4283.59,4607.18,4365.64,1
4281.54,3972.31,4250.26,4266.67,4565.13,4329.23,1
4302.56,4056.92,4269.74,4270.26,4579.49,4327.69,0
4333.85,4062.05,4258.46,4283.59,4606.67,4379.49,0
4292.31,4023.08,4258.46,4260,4576.92,4357.95,1
4323.08,4008.21,4269.23,4280,4617.95,4384.62,0
4303.08,4023.59,4261.03,4283.08,4603.08,4357.95,0
4268.72,3981.54,4245.13,4266.15,4591.28,4344.1,0
4287.69,4006.15,4263.59,4276.92,4612.82,4342.05,1
4307.69,4007.69,4267.18,4284.62,4612.82,4370.77,1
4294.87,4042.56,4263.08,4265.13,4592.31,4342.05,0
4274.87,4072.82,4260.51,4261.54,4550.77,4307.18,0
4301.03,3986.67,4278.97,4286.15,4652.82,4395.9,1
4260,4054.36,4270.26,4278.97,4590.77,4303.08,1
4244.62,4010.77,4240.51,4253.33,4558.46,4309.23,0
4302.05,4008.72,4278.46,4283.08,4613.85,4375.9,0
4287.18,3977.44,4234.36,4263.59,4605.13,4348.21,0
4403.59,4018.97,4277.44,4309.23,4666.67,4471.79,1
4297.95,4009.74,4268.21,4269.23,4593.85,4350.26,0
4286.15,4002.05,4263.59,4271.79,4578.97,4354.87,1
4279.49,4016.92,4262.05,4265.64,4583.59,4328.72,0
4281.54,4003.08,4265.64,4274.87,4582.56,4335.9,1
4285.13,3995.9,4262.05,4285.13,4582.56,4355.9,0
4329.23,3976.92,4248.72,4269.23,4577.44,4371.79,1
4303.59,4015.9,4272.31,4263.59,4581.03,4366.67,0
4318.97,4021.54,4277.44,4288.72,4629.74,4371.28,0
4304.1,4008.72,4268.72,4287.18,4603.59,4368.72,0
4296.41,4016.41,4268.72,4285.64,4620,4358.97,1
4412.31,4066.15,4274.36,4302.56,4649.74,4470.26,0
4287.18,3993.85,4270.26,4274.36,4606.67,4348.21,0
4292.82,4042.05,4261.03,4268.21,4601.54,4343.59,0
4217.44,4033.33,4242.56,4224.1,4490.77,4249.23,0
4331.28,3914.87,4255.38,4328.72,4738.97,4450.26,1
4324.1,4018.46,4262.05,4280.51,4604.62,4385.13,1
4242.56,4002.05,4241.03,4251.28,4546.15,4302.05,0
4294.36,3997.44,4259.49,4271.79,4597.44,4348.72,0
4298.46,3991.79,4265.13,4282.56,4577.95,4359.49,0
4296.41,3991.79,4278.46,4288.21,4598.46,4352.31,1
4404.1,4031.28,4309.74,4331.28,4749.74,4506.15,1
4297.95,4011.28,4282.05,4296.92,4610.77,4362.05,0
4305.64,3981.03,4281.03,4294.87,4655.38,4403.08,1
4216.92,3972.31,4222.56,4249.23,4548.72,4285.13,0
4279.49,3982.05,4260.51,4258.97,4583.08,4343.08,0
4266.15,3958.46,4277.44,4282.05,4586.15,4322.05,0
4310.77,3998.46,4271.79,4288.72,4617.44,4374.36,0
4290.26,4008.72,4271.79,4264.1,4598.46,4354.87,0
4300,3999.49,4252.82,4277.95,4597.44,4369.74,1
4427.18,3990.26,4281.03,4343.08,4783.59,4530.77,1
4291.79,4006.67,4278.46,4262.05,4597.95,4356.92,0
4326.15,4011.28,4276.92,4277.95,4637.44,4393.33,0
4271.79,3983.08,4253.33,4282.05,4589.74,4351.79,1
4297.95,4004.1,4247.18,4282.56,4593.33,4361.03,0
4357.44,4046.15,4320.51,4328.21,4673.85,4418.46,1
4356.92,4034.87,4291.28,4277.95,4618.46,4389.23,0
4301.03,3998.97,4261.03,4286.15,4597.95,4374.87,0
4284.62,4006.67,4249.23,4267.69,4608.72,4351.28,0
4276.92,3971.28,4248.72,4254.36,4590.26,4341.54,0
4307.69,3989.74,4261.03,4287.18,4610.77,4358.46,0
4287.69,4016.92,4263.08,4272.82,4576.41,4350.77,0
4240.51,4035.38,4216.92,4230.26,4556.41,4294.87,0
4281.54,3987.69,4262.05,4272.31,4600,4354.87,0
4309.23,4036.41,4247.69,4281.03,4620.51,4361.54,1
4412.31,4050.26,4289.74,4309.23,4676.92,4461.54,0
4288.21,4047.18,4257.44,4263.59,4605.13,4342.56,0
4313.85,4018.97,4264.62,4277.95,4618.97,4365.13,1
4306.67,4013.85,4258.46,4274.36,4597.44,4363.08,1
4289.74,3998.97,4258.97,4282.56,4634.87,4366.15,1
4275.38,3959.49,4261.03,4269.23,4616.92,4363.59,1
4277.44,3977.44,4252.31,4269.74,4576.92,4336.41,0
4301.03,4005.64,4266.67,4269.23,4601.54,4356.92,0
4261.03,4043.59,4263.08,4261.03,4553.33,4304.62,1
4278.97,4008.21,4243.08,4269.23,4568.21,4326.15,0
4435.9,4095.9,4300.51,4317.44,4663.08,4478.46,0
4360,4000,4293.85,4306.15,4640.51,4417.95,1
4285.64,3987.18,4266.67,4272.82,4589.23,4357.95,0
4396.41,4078.46,4272.31,4286.15,4637.95,4443.08,0
4430.26,4123.08,4268.21,4298.97,4642.05,4452.31,0
4285.64,3990.26,4263.59,4284.62,4598.97,4347.69,0
4276.92,4000.51,4253.33,4263.59,4604.62,4324.62,1
4274.87,3987.69,4247.18,4271.28,4609.74,4341.03,1
4260.51,3956.92,4231.79,4256.41,4568.21,4311.28,0
4361.54,3982.56,4266.67,4295.38,4627.69,4421.54,1
4282.05,3982.05,4263.08,4285.64,4597.44,4338.97,1
4291.28,4008.72,4247.69,4278.97,4596.92,4348.21,0
4286.15,3996.92,4264.62,4278.46,4609.74,4358.97,1
4300,3992.82,4271.28,4280.51,4588.72,4345.13,0
4411.79,4118.97,4295.38,4299.49,4619.49,4438.97,1
4275.9,3988.72,4258.46,4264.62,4607.18,4333.85,0
4293.33,3991.28,4262.56,4275.38,4602.05,4357.95,0
4304.62,4025.64,4271.28,4264.1,4594.36,4366.67,0
4298.97,3980,4263.08,4281.03,4581.54,4352.82,1
4289.74,3985.13,4257.95,4276.92,4596.92,4342.05,0
4364.1,4053.33,4335.38,4331.28,4678.46,4426.15,1
4290.26,4006.15,4274.87,4291.79,4610.77,4364.1,0
4281.03,3987.69,4265.64,4265.13,4600.51,4353.33,0
4355.38,4054.87,4279.49,4275.9,4576.92,4384.1,1
4300.51,4016.92,4273.33,4277.95,4613.33,4365.64,0
4404.1,4073.33,4296.92,4315.38,4641.03,4462.56,0
4291.28,3996.41,4262.56,4284.1,4618.46,4366.15,1
4274.87,4026.15,4261.03,4273.85,4563.08,4334.36,0
4299.49,4001.54,4273.33,4273.33,4602.56,4356.41,0
4294.87,4007.18,4262.05,4276.41,4603.08,4367.69,1
4285.13,3978.97,4267.18,4266.15,4586.67,4339.49,0
4278.97,3992.31,4248.72,4258.97,4583.59,4336.41,1
4312.82,4034.87,4282.56,4293.33,4627.18,4383.59,0
4315.9,4012.31,4284.1,4306.67,4621.54,4385.64,1
4276.92,3996.41,4251.28,4269.74,4598.46,4339.49,0
4324.1,4036.92,4261.03,4290.77,4633.85,4382.05,1
4275.9,4007.18,4254.36,4268.21,4581.03,4325.64,0
4295.38,3995.38,4253.85,4286.67,4599.49,4356.41,1
4329.23,4026.15,4281.03,4281.54,4630.77,4387.18,0
4326.67,3985.13,4276.92,4289.23,4633.33,4391.79,1
4290.26,4010.77,4249.74,4267.69,4598.46,4335.38,1
4292.31,4013.33,4259.49,4265.64,4592.31,4335.38,0
4327.69,3911.79,4248.21,4329.74,4735.9,4446.67,1
4273.85,3999.49,4243.59,4254.87,4599.49,4325.64,1
4281.54,4038.46,4251.79,4261.03,4557.44,4325.64,1
4292.31,4010.77,4274.36,4288.72,4591.79,4359.49,0
4283.08,3963.59,4263.08,4285.13,4612.31,4340,0
4281.54,3990.77,4258.97,4266.67,4601.54,4337.95,0
4305.13,3998.46,4272.31,4283.08,4613.85,4360,0
4369.23,4026.67,4272.82,4304.1,4663.08,4436.92,1
4289.23,3996.41,4247.18,4266.15,4618.97,4352.31,0
4293.33,4006.15,4264.62,4282.05,4587.18,4357.44,1
4315.38,4041.03,4263.59,4292.31,4621.54,4368.21,1
4301.54,4010.77,4265.64,4284.1,4610.77,4366.67,0
4289.23,4001.03,4250.26,4269.74,4591.79,4344.62,0
4336.92,3988.72,4278.97,4289.23,4617.95,4387.69,1
4375.38,4072.82,4263.08,4290.26,4628.21,4412.31,0
4303.08,4061.03,4272.31,4276.41,4617.44,4358.46,0
4277.95,4002.05,4261.54,4260.51,4606.67,4333.85,0
4280,3978.46,4261.03,4264.62,4583.59,4343.08,1
4317.44,3963.59,4250.77,4299.49,4696.41,4414.36,1
4284.1,3990.26,4267.18,4289.74,4624.62,4362.05,0
4287.69,3993.33,4265.13,4278.97,4584.1,4359.49,0
4301.03,4010.26,4279.49,4280.51,4616.92,4361.54,1
4284.1,4001.03,4266.67,4275.9,4613.85,4349.74,1
4299.49,4038.97,4263.08,4273.85,4600.51,4345.13,0
4272.31,3990.26,4263.59,4276.92,4590.77,4347.69,0
4293.33,4031.79,4262.05,4279.49,4595.9,4342.05,0
4285.13,3989.23,4249.74,4272.82,4589.74,4350.77,1
4332.31,4021.03,4296.92,4292.82,4625.13,4384.62,1
4276.92,4027.18,4244.1,4262.05,4569.74,4322.05,0
4233.33,4018.46,4212.82,4226.15,4551.79,4283.08,0
4287.69,4020,4285.13,4293.33,4631.79,4358.46,0
4380.51,4054.87,4285.13,4294.36,4635.38,4429.74,0
4256.92,3968.21,4222.56,4253.33,4583.59,4333.33,1
4289.23,4028.72,4270.77,4283.08,4630.77,4355.38,1
4275.38,3985.64,4246.67,4272.31,4595.38,4345.64,0
4407.18,4101.03,4369.74,4381.54,4701.03,4455.9,0
4380.51,3997.44,4269.74,4297.95,4642.56,4440,1
4287.18,3926.15,4241.03,4297.95,4666.15,4382.56,1
4295.38,3998.46,4267.18,4291.28,4614.87,4368.72,0
4369.74,4002.56,4294.87,4311.28,4637.44,4418.46,1
4280.51,3987.18,4261.03,4268.72,4580.51,4341.03,0
4294.87,4008.72,4263.59,4274.36,4606.67,4350.26,1
4308.21,4036.41,4277.44,4270.77,4602.56,4345.13,1
4270.77,3946.15,4249.74,4270.77,4615.38,4352.31,0
4287.18,3970.26,4263.59,4281.03,4628.21,4368.21,0
4294.87,4011.79,4260,4267.69,4592.31,4351.28,1
4269.23,3969.74,4246.67,4259.49,4598.97,4331.28,0
4280.51,3961.03,4261.03,4282.56,4609.74,4340.51,0
4272.31,3990.77,4246.15,4269.23,4596.41,4332.82,1
4327.69,4006.67,4295.38,4282.05,4628.72,4389.23,0
4292.82,4002.56,4248.72,4274.36,4600.51,4354.36,1
4277.44,3965.13,4260.51,4282.56,4591.28,4350.77,1
4296.92,4010.77,4262.05,4257.95,4586.15,4352.31,0
4314.87,4018.97,4283.08,4293.33,4629.74,4377.95,0
4278.46,3925.64,4244.62,4266.15,4596.41,4334.87,0
4363.08,4043.08,4279.49,4277.44,4618.46,4397.44,0
4240.51,3967.18,4232.31,4267.69,4585.13,4332.82,0
4296.41,4016.92,4263.08,4273.85,4578.46,4352.82,0
4297.95,4047.18,4251.28,4273.85,4609.23,4358.46,0
4323.59,4068.72,4287.18,4284.1,4577.95,4351.28,1
4279.49,3985.64,4244.1,4269.23,4597.44,4331.79,0
4321.03,3934.36,4250.77,4321.54,4707.69,4422.05,1
4287.18,4000,4247.18,4257.95,4571.28,4347.18,1
4487.69,4133.33,4311.28,4353.33,4753.85,4535.9,0
4295.9,4023.59,4264.62,4278.97,4615.38,4348.72,1
4362.56,4049.74,4330.77,4332.31,4676.41,4428.72,1
4275.38,4011.28,4254.87,4270.77,4592.31,4335.9,0
4308.72,3994.36,4265.13,4277.44,4597.95,4372.31,0
4304.1,4012.82,4267.69,4285.13,4616.41,4371.79,0
4406.67,4096.92,4298.46,4296.92,4577.44,4421.03,1
4309.74,4008.21,4281.03,4289.74,4625.64,4363.59,0
4264.1,3973.85,4250.26,4275.9,4581.03,4333.33,1
4282.05,3976.41,4260,4258.46,4584.1,4336.92,0
4279.49,4027.69,4264.62,4273.33,4628.21,4352.31,1
4294.87,3996.41,4258.97,4280.51,4617.95,4363.08,0
4377.95,4083.59,4341.03,4355.9,4689.74,4446.15,0
4325.64,4009.74,4286.15,4289.74,4598.97,4372.82,1
4283.08,3995.9,4264.1,4272.31,4580.51,4350.26,1
4333.33,4023.59,4264.62,4276.92,4603.08,4393.85,1
4304.1,4043.59,4282.05,4304.1,4654.87,4375.9,1
4291.28,4009.74,4266.67,4280,4608.21,4365.13,1
4295.38,3994.36,4270.26,4271.79,4601.03,4365.64,0
4270.26,3978.46,4247.18,4264.1,4593.85,4323.08,0
4296.41,4008.72,4249.23,4255.9,4572.82,4350.77,1
4293.33,4008.21,4247.69,4257.44,4570.26,4350.77,1
4273.33,3996.92,4257.95,4274.87,4585.64,4326.15,0
4320.51,4051.28,4281.54,4271.28,4584.62,4358.97,1
4272.82,3974.36,4247.18,4275.38,4596.92,4347.69,0
4329.23,4006.15,4271.79,4279.49,4582.56,4372.31,1
4289.23,3990.77,4259.49,4283.59,4577.44,4348.21,0
4297.95,4023.59,4257.95,4278.46,4625.64,4363.59,1
4275.9,4023.59,4249.23,4262.05,4620,4332.31,1
4272.31,3994.36,4234.87,4256.92,4615.38,4326.67,1
4304.62,4002.56,4267.69,4287.18,4598.46,4363.08,0
4283.08,4006.67,4265.13,4274.36,4607.18,4345.64,1
4287.18,4035.38,4265.64,4266.15,4567.18,4328.72,1
4328.72,4010.77,4296.92,4300,4612.31,4374.87,1
4286.15,4005.13,4263.59,4277.44,4606.15,4337.44,1
4309.74,4013.85,4270.77,4287.18,4623.59,4365.64,0
4293.85,4004.62,4245.64,4267.18,4596.41,4351.28,1
4280,4004.1,4249.74,4260,4598.46,4334.87,1
4304.62,4018.46,4272.31,4278.46,4602.05,4360,1
4298.97,4010.77,4264.62,4278.46,4602.05,4345.64,1
4306.15,4021.03,4270.26,4273.85,4619.49,4368.21,1
4280,4036.92,4247.18,4261.54,4590.26,4334.87,0
4283.08,3992.82,4248.21,4283.08,4601.54,4355.38,1
4370.77,4010.77,4276.41,4300.51,4677.44,4434.36,0
4276.41,3987.69,4249.23,4258.46,4560,4324.1,1
4273.33,3984.1,4257.95,4277.95,4611.79,4354.87,1
4292.31,4043.59,4262.05,4261.03,4605.13,4335.38,0
4259.49,4054.36,4268.72,4277.95,4595.38,4308.21,1
4334.36,4036.92,4311.79,4313.85,4644.62,4394.87,1
4223.08,3969.74,4222.56,4250.26,4546.15,4282.56,0
4287.69,3993.33,4251.79,4268.72,4606.15,4341.03,0
4328.72,4044.62,4264.1,4290.77,4622.56,4382.56,1
4282.05,4001.03,4245.13,4262.05,4566.15,4346.15,1
4274.87,3978.97,4247.69,4267.18,4575.9,4346.15,1
4293.85,4024.1,4260,4261.03,4585.13,4354.87,1
4295.9,4021.03,4253.33,4258.97,4570.26,4356.41,1
4316.92,4006.15,4285.64,4294.87,4609.23,4371.28,1
4266.67,4007.18,4244.62,4266.67,4560,4310.26,0
4375.9,4024.62,4276.92,4309.74,4652.31,4443.08,1
4238.46,4033.85,4242.05,4229.74,4459.49,4263.59,0
4389.23,4070.77,4290.77,4298.46,4604.1,4417.44,0
4318.46,4023.59,4269.23,4287.69,4619.49,4373.33,0
4213.85,3971.28,4219.49,4242.05,4538.97,4278.46,0
4257.95,4036.92,4249.74,4262.56,4593.33,4307.69,0
4357.44,4001.03,4291.79,4306.67,4633.85,4410.77,1
4261.54,3987.69,4249.23,4259.49,4569.23,4316.41,0
4286.15,4044.1,4260.51,4268.72,4603.08,4351.28,0
4308.72,4005.64,4278.97,4281.54,4603.08,4366.15,1
4238.97,4007.69,4248.21,4255.38,4554.36,4290.26,0
4366.67,4035.38,4313.85,4316.92,4616.92,4395.9,1
4290.26,3993.85,4264.1,4271.28,4603.08,4356.41,1
4312.82,4005.64,4265.13,4287.18,4620.51,4386.67,1
4292.82,4011.79,4263.59,4281.54,4603.59,4355.9,0
4364.1,4061.54,4362.56,4325.64,4662.56,4412.82,0
4292.31,4009.74,4264.62,4276.92,4592.82,4364.1,1
4308.72,4009.23,4274.36,4284.62,4625.13,4382.05,1
4343.08,4039.49,4320.51,4300.51,4625.64,4390.77,0
4289.74,3996.41,4264.62,4289.74,4597.95,4353.85,0
4308.72,4004.1,4279.49,4293.85,4603.59,4365.64,1
4317.95,4030.77,4280.51,4301.03,4636.92,4384.62,0
4309.74,4015.9,4274.36,4289.74,4610.77,4369.74,1
4334.36,3970.77,4262.05,4280.51,4586.15,4381.54,1
4282.05,4000,4250.77,4255.9,4564.62,4335.9,1
4318.97,4027.18,4291.79,4289.23,4627.18,4378.46,1
4290.26,3940,4258.46,4269.23,4597.95,4342.05,0
4305.13,3994.36,4264.1,4287.18,4595.9,4380,0
4295.38,4010.77,4264.62,4272.82,4601.03,4364.1,1
4298.46,4005.13,4254.36,4272.31,4608.72,4353.33,0
4259.49,4000.51,4249.23,4264.62,4555.38,4333.33,1
4273.85,3991.28,4237.95,4266.15,4589.23,4336.41,0
4316.41,4062.05,4290.77,4283.08,4609.74,4365.13,0
4236.41,4032.82,4222.05,4241.03,4556.92,4291.28,0
4283.08,4007.18,4235.38,4268.21,4611.79,4347.18,0
4327.69,4038.46,4280.51,4291.79,4626.15,4389.23,0
4297.44,4008.72,4264.1,4278.97,4602.05,4366.15,0
4273.33,3989.23,4265.13,4271.28,4578.46,4336.41,0
4291.79,4010.26,4253.85,4276.41,4599.49,4351.28,1
4288.72,4032.31,4274.87,4274.36,4590.26,4335.38,0
4285.64,3997.44,4253.85,4267.18,4603.08,4347.18,0
4265.64,4006.15,4247.18,4256.41,4590.26,4316.41,0
4349.23,4073.33,4286.67,4301.54,4615.38,4390.77,1
4298.97,3996.92,4264.62,4278.97,4598.97,4366.67,1
4277.44,3977.95,4261.03,4267.69,4606.67,4344.62,0
4297.44,4012.82,4257.44,4275.38,4611.79,4370.26,0
4289.74,3996.92,4258.46,4274.87,4628.72,4366.15,1
4286.67,3989.23,4247.18,4261.54,4598.46,4347.18,0
4292.31,3986.15,4259.49,4286.67,4613.33,4364.62,0
4273.85,3986.15,4243.59,4273.85,4608.21,4349.74,0
4322.56,4024.1,4277.44,4290.77,4620.51,4374.87,0
4324.1,3993.33,4282.05,4295.38,4634.36,4389.74,1
4308.21,4038.97,4251.79,4287.18,4618.46,4366.15,1
4382.56,4076.92,4342.56,4367.18,4696.92,4449.74,0
4260.51,3957.95,4242.05,4254.87,4578.46,4325.13,0
4297.44,4010.77,4263.08,4289.23,4618.97,4368.72,0
4297.95,4012.31,4261.54,4282.05,4593.85,4371.28,1
4286.67,4000.51,4262.56,4281.54,4604.1,4354.87,0
4295.9,4022.56,4264.62,4285.64,4627.69,4361.03,1
4272.82,4039.49,4247.69,4253.85,4585.64,4325.13,0
4291.79,3968.72,4282.56,4291.28,4617.44,4347.18,0
4269.74,3988.72,4246.15,4273.85,4593.33,4341.03,1
4313.85,3987.69,4265.13,4305.13,4626.67,4386.15,1
4365.13,4049.23,4291.28,4296.92,4602.56,4397.95,0
4302.56,3997.95,4270.26,4288.72,4615.38,4351.28,0
4282.56,3990.26,4264.1,4268.21,4597.95,4343.08,1
4389.23,4053.85,4350.77,4360.51,4703.08,4465.13,1
4269.23,3980.51,4251.28,4263.59,4599.49,4335.38,0
4333.33,4026.15,4281.03,4277.95,4598.97,4372.31,1
4270.26,3970.26,4237.44,4263.08,4573.85,4330.77,0
4345.64,4054.87,4276.41,4279.49,4604.62,4386.67,0
4282.05,3968.21,4247.18,4266.15,4587.18,4342.05,1
4272.31,4001.03,4246.15,4257.95,4601.03,4336.41,1
4283.59,4001.03,4258.46,4269.23,4600,4351.79,1
4315.38,4007.18,4276.92,4285.64,4620,4387.18,1
4299.49,3993.85,4255.38,4280.51,4605.64,4350.77,0
4287.69,3995.38,4251.28,4272.31,4593.85,4351.79,1
4328.21,4036.92,4281.03,4294.87,4620.51,4376.92,0
