FC5,T7,P7,O1,2,P8,T8,FC6,label
4109.23,4320.51,4602.56,4033.85,4580,4163.59,4195.38,4176.92,1
4084.62,4330.26,4601.54,4071.28,4608.72,4196.92,4224.62,4175.38,1
4120.51,4321.03,4610.26,4052.31,4617.44,4198.46,4210.26,4185.64,1
4091.28,4321.54,4606.15,4047.18,4607.18,4192.31,4227.18,4192.31,1
4138.97,4345.64,4623.08,4088.72,4612.82,4220,4272.82,4246.15,1
4121.03,4326.15,4615.38,4071.79,4602.05,4194.36,4217.44,4180,0
4171.79,4394.87,4672.82,4120.51,4643.08,4227.69,4267.69,4257.95,1
4135.9,4356.41,4618.46,4090.26,4614.87,4198.97,4228.21,4204.1,1
4124.1,4336.41,4623.59,4069.23,4596.92,4184.1,4226.67,4190.26,0
4151.79,4360,4637.95,4085.64,4624.1,4211.79,4240.51,4221.54,1
4107.18,4337.44,4623.59,4082.05,4630.77,4197.44,4226.15,4198.97,0
4104.1,4343.59,4618.46,4098.46,4621.54,4204.1,4217.95,4203.59,1
4136.41,4347.18,4625.13,4067.18,4597.44,4196.92,4208.21,4190.77,0
4106.67,4333.33,4634.87,4093.85,4630.77,4210.26,4231.79,4193.33,0
4089.74,4338.97,4619.49,4065.13,4627.69,4222.56,4238.46,4205.64,0
4085.13,4339.49,4623.08,4090.77,4633.33,4224.62,4240,4208.21,0
4101.03,4324.62,4601.54,4089.23,4607.18,4187.18,4214.36,4194.87,1
4116.41,4338.46,4616.41,4054.36,4595.9,4190.26,4220,4202.05,0
4130.26,4349.23,4633.85,4069.74,4618.46,4202.56,4230.26,4209.23,0
4134.36,4339.49,4614.87,4041.03,4603.59,4181.03,4224.1,4195.38,1
4108.21,4343.08,4613.33,4093.85,4617.44,4207.18,4228.21,4208.72,1
4102.56,4317.44,4597.95,4053.85,4598.46,4166.67,4205.13,4188.21,1
4106.15,4329.23,4600,4085.13,4607.18,4190.26,4215.38,4198.97,1
4151.28,4346.15,4625.13,4120,4622.05,4218.46,4229.23,4207.69,1
4105.13,4346.15,4624.1,4105.64,4623.08,4204.1,4239.49,4225.64,1
4127.69,4365.13,4634.87,4121.03,4625.64,4221.54,4250.77,4236.92,1
4130.77,4332.31,4608.72,4039.49,4591.79,4178.46,4219.49,4161.54,0
4201.54,4402.05,4669.74,4131.79,4676.92,4262.56,4288.21,4229.74,1
4114.87,4334.87,4611.79,4042.05,4589.74,4175.38,4214.36,4187.18,1
4121.03,4330.26,4612.31,4074.36,4600,4198.46,4235.38,4185.13,1
4124.1,4329.74,4619.49,4064.1,4622.56,4215.38,4237.95,4208.21,1
4088.21,4331.28,4614.36,4067.18,4609.74,4196.41,4215.38,4193.33,0
4125.13,4336.41,4587.18,4087.69,4634.36,4209.23,4232.31,4197.44,0
4094.87,4332.82,4600,4067.69,4600,4181.03,4231.79,4198.97,1
4123.08,4335.9,4621.03,4070.77,4625.64,4214.36,4235.9,4217.95,1
4108.72,4318.46,4594.87,4055.9,4595.38,4183.59,4212.82,4177.95,1
4152.31,4329.23,4602.05,4048.21,4587.18,4171.28,4191.28,4173.33,1
4116.41,4335.9,4609.74,4060.51,4612.82,4205.64,4235.9,4212.31,1
4114.36,4330.26,4616.92,4047.69,4617.44,4203.59,4229.23,4200.51,0
4107.18,4320.51,4617.95,4085.13,4600,4185.13,4213.33,4180,0
4110.26,4327.69,4627.69,4066.15,4618.46,4207.69,4240.51,4221.54,0
4117.95,4342.56,4617.95,4052.82,4631.28,4219.49,4256.41,4215.9,1
4137.44,4341.54,4618.97,4073.33,4627.18,4215.9,4234.87,4204.1,1
4213.33,4441.03,4728.72,4152.82,4709.74,4296.41,4342.05,4316.92,0
4132.82,4324.1,4615.38,4069.74,4604.62,4192.82,4225.64,4165.64,1
4121.03,4333.33,4603.08,4068.72,4613.85,4182.56,4196.92,4172.82,0
4167.69,4352.31,4617.44,4069.23,4584.1,4163.08,4209.74,4211.79,1
4136.92,4344.62,4608.21,4064.1,4613.33,4198.46,4222.05,4201.54,0
4125.13,4323.08,4604.1,4055.9,4610.26,4194.36,4237.44,4238.97,1
4090.77,4342.05,4618.46,4055.38,4612.31,4179.49,4212.82,4167.18,0
4107.69,4323.59,4589.74,4079.49,4617.44,4209.23,4227.69,4192.82,0
4106.15,4326.67,4611.28,4056.92,4617.95,4201.54,4228.21,4204.1,0
4093.85,4324.1,4609.23,4061.03,4637.95,4223.59,4240.51,4198.46,1
4166.67,4374.87,4648.72,4096.41,4635.9,4218.46,4237.95,4203.59,1
4110.77,4343.59,4613.33,4046.67,4611.79,4198.97,4233.33,4210.26,1
4107.18,4330.77,4614.36,4054.87,4598.46,4192.82,4231.79,4212.82,0
4107.69,4339.49,4631.28,4063.59,4612.31,4204.1,4234.36,4204.1,0
4186.67,4390.77,4661.03,4122.56,4668.21,4252.82,4264.62,4204.62,1
4115.9,4344.1,4609.23,4052.31,4603.59,4172.31,4216.41,4182.56,1
4136.41,4342.56,4630.26,4053.85,4618.97,4202.05,4246.67,4215.38,1
4130.77,4338.46,4622.56,4078.97,4611.79,4204.62,4220,4195.9,0
4120,4339.49,4620.51,4062.56,4612.31,4195.38,4218.97,4202.05,1
4105.13,4331.79,4593.33,4038.46,4597.44,4187.18,4231.28,4194.87,0
4165.64,4369.23,4635.9,4074.87,4627.18,4180.51,4210.26,4178.97,0
4118.97,4356.92,4625.64,4097.95,4625.13,4212.31,4245.13,4225.13,1
4168.21,4326.67,4585.64,4067.18,4598.46,4182.56,4213.85,4207.69,0
4122.56,4333.85,4616.41,4083.59,4604.1,4203.08,4229.74,4203.08,0
4139.49,4324.1,4603.59,4060,4616.41,4189.74,4217.95,4189.23,1
4114.36,4336.41,4587.69,4038.46,4603.08,4168.72,4216.92,4181.54,0
4140,4354.87,4634.36,4080.51,4637.95,4201.54,4247.69,4221.03,0
4120.51,4337.44,4627.69,4085.64,4616.92,4210.77,4233.85,4187.69,0
4128.72,4325.64,4587.69,4052.31,4582.56,4171.28,4195.9,4178.97,1
4106.15,4335.38,4617.44,4072.31,4627.69,4196.92,4218.46,4197.95,0
4112.31,4328.21,4614.87,4042.05,4613.33,4196.41,4218.97,4179.49,0
4114.87,4337.44,4620,4066.67,4622.05,4220.51,4247.69,4218.97,1
4135.38,4326.15,4611.28,4066.67,4622.56,4203.08,4224.62,4195.38,1
4138.46,4336.92,4616.92,4066.15,4605.64,4186.67,4198.46,4137.95,0
4137.44,4316.92,4601.54,4073.85,4589.74,4181.03,4218.46,4171.79,1
4098.46,4332.31,4620,4055.38,4620,4200.51,4239.49,4156.92,0
4121.03,4340,4614.87,4089.74,4610.77,4204.62,4252.31,4219.49,1
4123.08,4348.21,4631.28,4064.62,4620,4218.46,4237.44,4205.64,0
4129.23,4347.69,4631.28,4069.74,4604.62,4188.72,4235.9,4194.87,0
4138.97,4356.92,4627.18,4078.97,4634.87,4206.15,4238.46,4203.08,0
4170.77,4376.41,4644.62,4088.72,4657.95,4206.15,4223.08,4182.56,0
4124.1,4334.87,4626.15,4083.59,4610.26,4203.59,4229.74,4206.15,0
4135.9,4339.49,4610.26,4057.44,4626.67,4204.1,4235.9,4201.54,1
4137.95,4344.1,4627.18,4063.59,4609.23,4198.46,4233.85,4216.92,0
4132.31,4337.95,4616.92,4084.1,4618.46,4208.72,4253.85,4209.23,1
4134.87,4345.13,4606.15,4088.21,4617.95,4207.18,4216.92,4192.31,0
4108.72,4347.69,4619.49,4110.77,4633.85,4219.49,4238.46,4201.03,1
4156.92,4365.64,4652.31,4102.05,4655.9,4231.28,4259.49,4231.28,0
4123.59,4344.62,4617.44,4065.13,4606.15,4194.87,4225.64,4193.33,0
4138.46,4347.18,4635.38,4072.31,4630.26,4222.05,4246.15,4207.69,1
4138.46,4354.87,4636.92,4090.77,4633.85,4206.15,4239.49,4210.77,0
4133.85,4354.36,4633.33,4077.95,4607.69,4214.36,4231.28,4198.46,0
4110.26,4341.03,4617.44,4048.72,4610.26,4196.41,4241.03,4182.05,0
4127.69,4333.33,4603.08,4068.21,4603.08,4200,4224.62,4199.49,0
4125.64,4345.13,4622.56,4075.38,4605.64,4198.97,4220,4201.03,0
4111.28,4343.59,4605.64,4073.85,4612.82,4203.59,4230.77,4200.51,1
4107.18,4347.69,4634.87,4098.97,4639.49,4224.62,4249.23,4215.38,0
4115.38,4349.74,4628.21,4119.49,4620.51,4209.23,4232.31,4223.08,1
4114.87,4326.67,4603.59,4040,4603.59,4186.67,4215.38,4197.44,0
4105.64,4324.62,4622.56,4080.51,4609.23,4194.36,4235.9,4201.03,0
4115.9,4329.23,4614.36,4089.23,4634.36,4216.92,4235.38,4246.15,1
4106.67,4358.97,4637.44,4087.69,4640.51,4205.64,4246.67,4221.54,1
4131.28,4321.03,4616.41,4069.74,4603.59,4181.03,4223.08,4188.21,0
4124.62,4332.31,4607.69,4048.72,4597.95,4185.64,4217.95,4203.59,0
4109.74,4327.69,4602.05,4043.59,4597.44,4189.23,4223.59,4191.79,1
4122.56,4332.82,4614.87,4056.92,4620.51,4205.64,4243.59,4187.69,0
4114.36,4344.1,4614.36,4061.54,4604.1,4184.62,4220,4189.74,0
4129.74,4353.33,4631.28,4086.67,4635.9,4214.36,4265.13,4267.69,1
4107.69,4342.56,4621.03,4061.54,4609.74,4206.15,4242.56,4216.92,0
4124.62,4313.85,4603.59,4070.26,4600.51,4196.92,4246.15,4207.69,1
4108.21,4344.62,4604.62,4057.44,4603.08,4170.26,4210.26,4174.87,0
4140,4348.21,4630.77,4086.67,4623.08,4213.85,4253.33,4211.28,1
4090.26,4344.1,4636.92,4081.03,4623.59,4224.1,4246.15,4210.77,0
4106.15,4336.41,4618.97,4047.18,4612.31,4214.36,4240.51,4198.97,1
4131.79,4338.97,4629.23,4086.15,4616.41,4191.79,4221.03,4196.41,1
4064.62,4313.33,4596.92,4105.13,4646.67,4239.49,4275.38,4290.26,1
4096.41,4331.79,4612.31,4060,4609.74,4192.82,4229.23,4196.92,1
4120,4326.67,4616.41,4069.23,4601.03,4186.15,4223.08,4194.36,0
4115.9,4334.36,4616.92,4094.87,4633.33,4216.92,4229.74,4210.26,1
4138.97,4354.87,4621.03,4067.69,4610.26,4192.31,4229.23,4200.51,0
4128.21,4340.51,4616.92,4041.03,4606.67,4196.41,4227.18,4201.03,1
4126.67,4343.08,4629.74,4061.54,4616.41,4206.67,4249.23,4225.13,0
4210.77,4435.38,4704.1,4153.33,4688.21,4272.82,4312.31,4295.38,1
4106.67,4336.92,4618.46,4075.38,4608.72,4192.31,4213.33,4193.85,0
4125.13,4340,4616.41,4073.33,4587.18,4196.41,4231.28,4195.9,1
4121.54,4342.56,4626.15,4072.31,4619.49,4200.51,4226.15,4195.9,0
4103.08,4328.72,4620.51,4057.44,4617.44,4215.9,4251.28,4215.9,0
4165.64,4339.49,4615.38,4060.51,4596.92,4186.15,4216.41,4216.92,0
4127.69,4338.97,4616.92,4056.41,4615.38,4189.23,4222.05,4184.62,1
4128.21,4357.44,4631.28,4110.26,4629.23,4227.69,4234.36,4217.95,1
4106.67,4323.08,4611.28,4057.44,4598.46,4198.46,4213.33,4181.03,1
4152.82,4372.82,4664.62,4108.72,4657.44,4240,4271.79,4253.33,0
4113.85,4331.28,4615.38,4044.1,4616.92,4197.95,4231.79,4212.82,1
4119.49,4329.74,4610.77,4058.46,4609.74,4188.21,4221.03,4203.08,1
4108.21,4326.67,4612.82,4055.9,4608.21,4193.33,4225.13,4178.97,0
4128.21,4342.56,4632.82,4083.08,4614.87,4212.82,4251.79,4212.31,0
4126.15,4340,4581.54,4087.69,4589.23,4176.92,4213.85,4187.69,0
4121.54,4347.69,4624.62,4075.38,4612.82,4191.79,4222.56,4192.82,0
4103.08,4327.69,4606.15,4068.21,4621.54,4192.31,4208.72,4191.79,0
4094.87,4342.05,4618.46,4060,4614.36,4196.92,4237.44,4198.97,1
4114.36,4348.72,4619.49,4077.95,4605.64,4191.79,4226.67,4205.13,1
4109.23,4335.9,4615.38,4059.49,4595.38,4189.23,4223.59,4204.62,0
4092.82,4334.36,4602.05,4071.79,4600.51,4186.67,4231.28,4190.26,1
4124.1,4347.69,4637.95,4072.82,4625.64,4219.49,4239.49,4216.92,0
4152.82,4366.15,4645.13,4098.97,4674.36,4220,4241.54,4223.59,0
4116.92,4334.87,4615.9,4055.38,4611.79,4187.69,4225.64,4195.38,1
4124.62,4344.1,4576.92,4085.64,4610.77,4193.85,4226.67,4197.44,0
4117.44,4340.51,4612.31,4064.62,4598.46,4174.87,4209.23,4180.51,0
4155.9,4372.31,4672.31,4115.38,4654.87,4235.38,4281.03,4267.18,0
4116.92,4335.9,4607.69,4077.95,4615.9,4207.69,4231.79,4207.18,1
4121.54,4327.18,4605.64,4066.67,4592.82,4178.46,4213.33,4144.1,0
4111.28,4342.56,4621.03,4044.1,4610.26,4199.49,4231.79,4203.08,1
4116.92,4339.49,4629.74,4078.46,4609.23,4201.03,4222.56,4188.21,0
4130.26,4345.64,4615.38,4066.15,4608.72,4209.23,4236.41,4213.85,0
4107.18,4337.95,4622.05,4056.41,4612.82,4192.82,4242.05,4184.1,0
4119.49,4347.69,4626.67,4071.79,4619.49,4198.46,4229.23,4202.56,0
4105.64,4336.92,4626.15,4067.18,4624.1,4197.95,4225.13,4194.36,0
4121.54,4350.77,4632.31,4088.21,4629.74,4205.64,4242.05,4225.64,0
4101.03,4333.33,4616.41,4081.03,4607.69,4181.54,4211.79,4191.79,0
4115.9,4335.38,4625.13,4055.38,4618.97,4204.1,4230.26,4198.46,0
4122.56,4349.74,4628.21,4065.64,4616.92,4211.79,4243.08,4216.41,0
4125.64,4337.44,4617.95,4040,4602.56,4186.67,4220,4151.28,0
4105.64,4330.77,4625.64,4055.9,4613.33,4193.33,4233.33,4163.59,0
4107.18,4339.49,4617.95,4079.49,4597.95,4187.18,4202.05,4150.26,1
4128.21,4330.26,4614.36,4043.59,4600,4185.13,4219.49,4203.59,1
4123.59,4360,4637.44,4087.18,4618.46,4208.21,4246.67,4220,1
4110.26,4333.33,4621.03,4053.85,4612.82,4203.08,4218.97,4192.31,0
4152.31,4364.62,4642.56,4097.95,4664.62,4206.67,4234.36,4212.31,0
4150.26,4339.49,4614.36,4054.36,4585.13,4162.56,4186.15,4119.49,0
4106.15,4351.79,4636.41,4088.21,4616.92,4201.03,4246.67,4206.67,1
4124.62,4338.46,4599.49,4032.82,4602.56,4205.64,4236.92,4206.67,1
4089.74,4327.18,4616.41,4102.05,4634.87,4215.9,4232.31,4182.05,1
4122.56,4334.87,4619.49,4087.18,4614.36,4193.33,4229.23,4194.36,1
4089.23,4332.31,4614.36,4075.38,4588.72,4185.64,4205.64,4169.74,0
4119.49,4338.46,4614.36,4066.15,4614.36,4181.03,4217.44,4179.49,0
4089.74,4327.69,4601.54,4094.36,4622.05,4213.33,4245.13,4250.26,1
4128.21,4343.59,4632.82,4051.28,4592.31,4210.26,4224.62,4195.38,0
4119.49,4334.36,4612.31,4066.15,4605.64,4191.28,4215.9,4209.23,0
4116.92,4315.38,4602.05,4050.77,4618.46,4205.64,4243.08,4238.97,1
4105.13,4342.05,4617.44,4056.41,4595.38,4191.28,4218.97,4195.38,0
4122.05,4353.33,4630.77,4084.1,4624.62,4202.05,4246.15,4224.62,1
4118.97,4353.33,4631.28,4087.69,4614.87,4202.05,4241.03,4224.62,1
4139.49,4352.82,4620.51,4070.77,4641.03,4220,4257.44,4207.69,1
4136.41,4331.79,4601.54,4057.95,4598.46,4195.9,4222.05,4195.9,1
4121.54,4359.49,4635.9,4091.79,4642.56,4225.13,4277.95,4268.21,1
4119.49,4340,4624.62,4057.44,4609.74,4204.62,4222.05,4199.49,0
4123.59,4352.82,4631.28,4081.54,4640.51,4207.18,4247.18,4207.69,0
4126.15,4349.23,4624.62,4072.31,4598.97,4198.46,4232.82,4209.23,0
4106.67,4333.33,4606.67,4040.51,4588.72,4172.82,4213.85,4192.31,0
4121.03,4353.33,4618.46,4109.23,4622.56,4220,4233.85,4223.08,1
4137.44,4339.49,4631.79,4090.26,4619.49,4191.28,4195.38,4176.92,1
4105.13,4333.33,4612.31,4044.62,4598.97,4190.26,4210.26,4185.13,1
4121.03,4337.95,4604.62,4085.64,4615.9,4203.59,4233.85,4199.49,0
4152.31,4385.13,4646.67,4090.77,4633.33,4214.87,4233.33,4194.87,0
4136.92,4348.21,4617.44,4056.41,4610.26,4186.67,4216.92,4190.77,0
4121.54,4340.51,4622.05,4073.85,4610.77,4196.92,4217.44,4193.85,0
4122.56,4332.82,4605.13,4052.82,4611.79,4180.51,4224.1,4209.23,1
4124.1,4348.72,4622.05,4082.56,4611.79,4184.62,4222.56,4190.77,1
4098.97,4318.97,4597.95,4068.21,4597.95,4192.31,4223.08,4187.18,1
4105.64,4337.44,4609.74,4061.03,4625.64,4201.03,4242.05,4192.82,1
4119.49,4337.95,4622.56,4081.54,4619.49,4211.28,4228.72,4189.74,0
4091.28,4337.44,4608.72,4072.31,4605.64,4194.36,4226.15,4185.64,1
4112.31,4344.1,4621.03,4053.33,4601.54,4194.87,4232.82,4205.13,0
4123.08,4345.13,4619.49,4078.46,4607.69,4178.46,4217.44,4186.15,1
4109.23,4341.03,4613.85,4077.95,4600.51,4186.67,4216.41,4170.26,0
4122.56,4348.21,4600.51,4064.1,4585.13,4176.92,4228.21,4196.41,1
4102.56,4329.74,4603.08,4046.67,4609.74,4193.85,4224.62,4199.49,1
4137.44,4339.49,4621.54,4074.87,4627.18,4209.74,4236.92,4214.36,1
4113.85,4338.46,4615.9,4075.9,4632.31,4211.28,4238.46,4207.18,0
4124.62,4335.38,4622.05,4059.49,4617.95,4209.23,4233.33,4211.79,1
4110.77,4331.28,4598.97,4055.38,4601.54,4178.46,4191.28,4169.74,0
4120,4347.18,4623.08,4071.79,4594.87,4183.59,4218.97,4173.33,1
4156.41,4371.28,4666.15,4108.72,4660,4235.9,4267.18,4247.69,0
4090.26,4331.79,4613.85,4070.77,4607.18,4187.69,4230.77,4192.31,1
4111.79,4334.87,4609.23,4040.51,4592.82,4185.13,4224.62,4194.36,1
4089.23,4327.69,4615.38,4095.9,4618.46,4199.49,4223.08,4175.9,1
4137.95,4364.62,4635.9,4086.67,4628.72,4229.74,4280.51,4235.9,1
4141.03,4344.62,4632.82,4075.9,4621.03,4191.79,4227.18,4205.64,0
4108.72,4328.72,4611.28,4073.85,4606.15,4196.92,4225.13,4187.18,0
4122.56,4336.92,4630.26,4091.28,4616.92,4211.79,4251.79,4197.95,0
4113.85,4336.92,4618.97,4063.59,4605.13,4189.23,4217.95,4207.18,0
4135.38,4347.18,4629.74,4066.15,4615.9,4215.9,4229.74,4196.41,0
4152.82,4349.23,4627.18,4112.82,4611.28,4214.87,4233.33,4197.44,1
4143.59,4351.28,4626.15,4065.13,4637.95,4215.38,4240.51,4220.51,1
4118.97,4336.41,4611.79,4061.03,4616.92,4212.82,4242.05,4217.95,1
4107.69,4335.9,4618.97,4069.23,4622.05,4206.15,4240.51,4212.82,0
4110.77,4327.69,4619.49,4061.03,4608.21,4201.03,4234.87,4195.38,0
4133.85,4324.1,4614.87,4066.67,4618.46,4192.31,4216.92,4189.23,1
4090.77,4332.82,4615.38,4072.31,4607.18,4194.87,4223.59,4182.56,1
4108.21,4328.21,4615.38,4055.9,4607.18,4190.77,4219.49,4193.85,0
4106.15,4345.64,4607.69,4060.51,4607.18,4165.64,4211.28,4174.87,0
4129.23,4342.56,4610.77,4042.56,4573.33,4153.85,4165.64,4124.62,0
4103.59,4342.56,4625.13,4063.59,4626.15,4227.69,4246.15,4221.03,0
4122.05,4327.18,4619.49,4084.1,4622.05,4204.62,4225.13,4193.85,1
4135.38,4325.64,4609.74,4073.85,4607.69,4190.77,4227.69,4183.08,1
4122.56,4335.38,4621.54,4062.05,4613.33,4195.38,4224.62,4212.31,1
4096.92,4342.56,4613.33,4070.26,4603.08,4192.31,4214.36,4188.21,1
4109.74,4325.13,4601.03,4051.79,4623.08,4205.64,4210.77,4193.33,1
4123.08,4343.59,4617.95,4056.41,4583.59,4178.97,4223.08,4180.51,0
4100.51,4334.87,4620.51,4103.08,4631.28,4207.18,4232.82,4237.95,1
4124.62,4332.82,4620.51,4070.77,4588.21,4188.21,4218.46,4196.41,0
4127.18,4334.36,4630.26,4070.77,4600.51,4188.21,4223.59,4176.41,0
4123.59,4340,4610.26,4055.9,4623.08,4207.18,4210.26,4191.79,1
4118.46,4335.38,4615.38,4055.38,4605.13,4187.69,4216.41,4202.05,0
4150.26,4377.44,4641.03,4085.64,4628.72,4211.79,4226.67,4188.21,0
4092.82,4324.1,4621.03,4064.1,4622.05,4203.59,4234.36,4197.44,1
4123.08,4329.74,4600.51,4048.21,4601.54,4167.18,4213.33,4204.1,1
4128.72,4346.15,4627.18,4073.33,4611.79,4204.62,4256.41,4223.08,0
4111.28,4329.74,4608.21,4054.36,4613.85,4201.54,4235.9,4198.46,1
4148.72,4351.28,4628.72,4067.69,4603.59,4202.56,4234.87,4204.62,0
4145.64,4338.46,4609.23,4063.59,4584.62,4184.62,4231.79,4237.44,0
4106.67,4335.38,4623.08,4059.49,4606.67,4193.33,4230.26,4208.72,0
4133.33,4335.38,4587.69,4084.62,4610.77,4202.56,4225.13,4166.67,0
4137.44,4348.21,4625.13,4071.28,4610.77,4203.59,4240.51,4210.77,0
4121.54,4344.62,4607.18,4088.72,4628.72,4221.03,4245.13,4224.1,0
4115.9,4337.44,4604.62,4061.03,4610.26,4187.18,4229.23,4196.41,1
4233.33,4444.62,4748.21,4174.87,4724.1,4313.85,4345.64,4312.82,0
4145.13,4343.59,4626.15,4059.49,4594.87,4181.54,4197.44,4131.28,0
4176.41,4332.82,4602.56,4060.51,4612.82,4188.72,4207.18,4199.49,0
4138.46,4333.33,4602.05,4054.36,4593.33,4185.64,4216.41,4185.13,1
4088.72,4325.13,4617.95,4056.41,4618.46,4192.31,4222.56,4178.46,1
4138.97,4356.92,4626.67,4104.1,4629.23,4233.33,4249.23,4223.08,1
4114.87,4327.18,4600,4033.33,4604.62,4188.21,4216.92,4201.54,1
4107.18,4330.26,4615.9,4080,4620,4204.1,4224.1,4193.85,0
4105.64,4331.28,4614.36,4057.44,4607.69,4178.97,4176.41,4150.26,0
4108.72,4332.31,4628.72,4085.64,4614.87,4203.08,4233.33,4198.97,0
4134.36,4335.38,4605.13,4045.64,4595.9,4181.54,4207.18,4178.97,1
4122.56,4336.41,4612.31,4064.62,4614.87,4194.36,4220,4177.95,0
4109.74,4337.44,4611.79,4051.79,4610.77,4199.49,4238.46,4184.1,1
4107.69,4331.28,4615.38,4055.38,4616.41,4203.08,4230.77,4180,0
4123.08,4360.51,4639.49,4090.26,4653.33,4231.79,4261.54,4227.69,1
4118.97,4321.03,4601.54,4061.03,4605.64,4189.23,4208.21,4187.18,0
4130.77,4342.56,4613.33,4073.33,4604.62,4182.05,4205.64,4191.28,0
4134.87,4334.87,4618.97,4050.26,4607.69,4191.28,4220.51,4145.64,0
4116.92,4350.26,4604.62,4049.23,4609.23,4188.21,4227.18,4188.21,1
4137.95,4354.36,4631.79,4088.72,4615.9,4208.72,4255.9,4216.41,1
4137.95,4343.08,4622.05,4083.08,4617.44,4203.59,4248.21,4202.05,1
4122.05,4342.56,4614.36,4051.79,4608.21,4203.59,4234.36,4215.38,1
4140.51,4363.08,4645.64,4100.51,4637.44,4208.21,4256.92,4230.26,0
4116.41,4337.95,4612.82,4072.82,4609.23,4196.92,4226.67,4207.69,1
4114.87,4327.18,4613.85,4069.74,4586.67,4185.13,4214.36,4180,0
4140,4354.87,4629.74,4063.59,4595.38,4205.13,4222.56,4203.08,0
4105.13,4328.21,4607.18,4037.44,4583.08,4172.82,4206.67,4180,1
4136.41,4335.9,4615.9,4076.92,4595.38,4197.95,4233.33,4197.44,1
4107.69,4313.33,4601.54,4070.26,4606.15,4181.03,4221.03,4172.82,1
4127.18,4343.08,4620.51,4076.41,4623.08,4217.95,4250.77,4214.87,1
4156.41,4333.33,4607.18,4064.62,4600.51,4190.77,4210.77,4185.64,1
4123.08,4344.1,4621.54,4069.74,4602.56,4188.21,4235.9,4202.05,0
4182.05,4407.18,4681.54,4149.74,4667.18,4258.46,4288.72,4262.05,1
4108.72,4329.74,4615.38,4053.85,4614.36,4197.44,4231.79,4167.69,0
4138.46,4349.23,4640,4074.87,4634.36,4214.87,4261.03,4230.77,0
4123.08,4352.82,4636.92,4089.23,4645.64,4218.97,4254.36,4224.1,1
4121.03,4340,4618.97,4060.51,4613.33,4203.08,4229.74,4206.67,0
4123.08,4327.69,4603.59,4034.87,4588.21,4172.31,4203.59,4187.69,1
4137.44,4375.9,4646.15,4095.9,4646.15,4224.62,4252.82,4223.59,0
4058.46,4318.97,4603.08,4106.15,4656.92,4249.23,4276.92,4281.03,1
4121.03,4338.46,4628.72,4070.77,4621.03,4207.69,4234.36,4210.77,0
4119.49,4332.82,4583.08,4087.69,4611.79,4195.9,4210.26,4188.21,0
4124.62,4338.46,4617.44,4059.49,4591.79,4185.64,4208.72,4173.85,0
4103.59,4330.77,4617.44,4051.79,4598.97,4176.92,4206.67,4181.54,1
4105.13,4331.28,4620,4057.95,4623.08,4203.59,4235.9,4198.97,1
4106.15,4330.77,4605.64,4065.64,4630.77,4212.31,4221.54,4211.28,1
4106.67,4342.05,4621.54,4057.95,4608.72,4196.92,4227.69,4180.51,0
4169.23,4365.13,4652.31,4095.38,4652.31,4212.31,4230.26,4208.72,0
4134.36,4345.64,4624.1,4089.74,4634.87,4225.64,4263.08,4218.97,1
4130.77,4346.67,4630.26,4070.26,4627.18,4208.21,4243.08,4221.54,0
4107.18,4328.72,4612.82,4049.23,4614.36,4194.87,4231.79,4186.15,0
4097.95,4335.9,4627.18,4103.59,4621.54,4208.21,4229.23,4178.46,1
4127.69,4346.67,4618.97,4084.62,4623.59,4201.54,4218.97,4204.1,0
4124.1,4341.54,4618.97,4059.49,4635.38,4225.13,4252.31,4211.28,1
4140,4375.38,4655.9,4111.79,4652.31,4230.26,4246.15,4201.54,1
4111.28,4336.41,4619.49,4052.82,4614.87,4197.95,4235.9,4204.1,1
4101.03,4328.72,4604.62,4050.77,4618.97,4190.26,4209.23,4190.26,1
4102.56,4338.97,4616.92,4087.69,4622.56,4211.79,4215.9,4181.03,1
4094.87,4348.21,4620,4055.38,4615.38,4211.79,4224.1,4194.87,0
4091.79,4324.1,4600,4037.95,4601.03,4190.26,4232.31,4196.41,0
4110.26,4336.41,4605.64,4053.85,4612.82,4189.23,4223.59,4185.64,0
4139.49,4346.15,4624.1,4070.77,4613.33,4184.1,4220.51,4199.49,0
4104.1,4310.26,4609.23,4060,4606.67,4196.41,4235.38,4214.36,0
4121.54,4335.9,4615.38,4075.38,4620,4209.74,4238.97,4197.44,0
4138.46,4337.44,4613.33,4080,4605.13,4208.21,4236.92,4207.18,0
4124.62,4344.62,4633.33,4118.46,4618.97,4218.46,4223.08,4182.05,1
4127.18,4327.18,4615.38,4059.49,4624.1,4216.41,4255.38,4246.67,1
4103.59,4335.9,4615.38,4075.9,4603.08,4195.9,4211.79,4172.31,0
4103.08,4326.67,4591.79,4084.1,4619.49,4222.56,4249.74,4257.95,1
4193.33,4416.41,4684.1,4135.9,4661.03,4243.59,4283.08,4273.85,1
4108.72,4338.97,4631.28,4057.95,4622.56,4211.79,4231.28,4197.44,0
4128.72,4327.18,4601.03,4056.92,4587.69,4190.77,4204.62,4180,1
4119.49,4328.72,4608.21,4054.36,4606.15,4187.69,4202.05,4165.13,0
4123.59,4329.74,4612.31,4067.18,4611.79,4202.56,4221.54,4202.05,0
4086.15,4328.21,4600.51,4051.28,4588.72,4172.31,4211.28,4192.31,1
4137.44,4349.74,4620.51,4072.31,4602.05,4202.05,4245.64,4208.21,1
