AF3,F7,F3,FC5,T7,P7,O1,label
4288.21,3999.49,4269.23,4119.49,4329.74,4610.77,4058.46,1
4280,3986.15,4253.33,4108.21,4326.67,4612.82,4055.9,0
4310.26,4021.03,4260,4128.21,4342.56,4632.82,4083.08,0
4300.51,4010.77,4251.28,4126.15,4340,4581.54,4087.69,0
4269.23,4003.08,4255.38,4121.54,4347.69,4624.62,4075.38,0
4277.44,4008.21,4234.36,4103.08,4327.69,4606.15,4068.21,0
4282.05,3998.46,4238.46,4094.87,4342.05,4618.46,4060,1
4293.33,4021.54,4252.82,4114.36,4348.72,4619.49,4077.95,1
4294.36,3989.74,4262.05,4109.23,4335.9,4615.38,4059.49,0
4292.82,3957.95,4241.03,4092.82,4334.36,4602.05,4071.79,1
4306.67,4014.36,4265.64,4124.1,4347.69,4637.95,4072.82,0
4311.28,4037.95,4278.46,4152.82,4366.15,4645.13,4098.97,0
4292.82,4012.82,4261.03,4116.92,4334.87,4615.9,4055.38,1
4302.56,4020,4260.51,4124.62,4344.1,4576.92,4085.64,0
4264.1,4034.36,4243.59,4117.44,4340.51,4612.31,4064.62,0
4363.59,4052.31,4358.97,4155.9,4372.31,4672.31,4115.38,0
4284.1,4001.03,4264.62,4116.92,4335.9,4607.69,4077.95,1
4300.51,4004.62,4259.49,4121.54,4327.18,4605.64,4066.67,0
4285.64,4025.13,4260.51,4111.28,4342.56,4621.03,4044.1,1
4290.26,4045.64,4249.74,4116.92,4339.49,4629.74,4078.46,0
4288.72,4013.85,4257.44,4130.26,4345.64,4615.38,4066.15,0
4293.85,4004.1,4263.08,4107.18,4337.95,4622.05,4056.41,0
4281.03,3990.77,4249.23,4119.49,4347.69,4626.67,4071.79,0
4292.31,4010.26,4257.95,4105.64,4336.92,4626.15,4067.18,0
4314.36,4000.51,4278.46,4121.54,4350.77,4632.31,4088.21,0
4257.44,3988.21,4240.51,4101.03,4333.33,4616.41,4081.03,0
4277.95,4009.23,4249.23,4115.9,4335.38,4625.13,4055.38,0
4297.44,4043.08,4267.69,4122.56,4349.74,4628.21,4065.64,0
4300,4007.18,4284.62,4125.64,4337.44,4617.95,4040,0
4297.95,4016.41,4271.28,4105.64,4330.77,4625.64,4055.9,0
4208.72,3967.18,4214.36,4107.18,4339.49,4617.95,4079.49,1
4286.15,3996.41,4251.79,4128.21,4330.26,4614.36,4043.59,1
4304.62,4008.72,4263.08,4123.59,4360,4637.44,4087.18,1
4282.56,3994.87,4267.18,4110.26,4333.33,4621.03,4053.85,0
4309.23,4029.74,4278.97,4152.31,4364.62,4642.56,4097.95,0
4222.05,4064.62,4231.79,4150.26,4339.49,4614.36,4054.36,0
4329.74,3975.38,4264.62,4106.15,4351.79,4636.41,4088.21,1
4279.49,4000.51,4262.56,4124.62,4338.46,4599.49,4032.82,1
4303.59,3983.08,4259.49,4089.74,4327.18,4616.41,4102.05,1
4294.87,4015.9,4261.54,4122.56,4334.87,4619.49,4087.18,1
4206.67,3957.44,4215.9,4089.23,4332.31,4614.36,4075.38,0
4280.51,4017.95,4250.26,4119.49,4338.46,4614.36,4066.15,0
4333.85,3964.62,4261.03,4089.74,4327.69,4601.54,4094.36,1
4282.05,3976.41,4250.26,4128.21,4343.59,4632.82,4051.28,0
4273.33,3997.44,4254.36,4119.49,4334.36,4612.31,4066.15,0
4367.18,4017.95,4273.85,4116.92,4315.38,4602.05,4050.77,1
4275.9,4022.56,4248.72,4105.13,4342.05,4617.44,4056.41,0
4304.1,3975.9,4269.74,4122.05,4353.33,4630.77,4084.1,1
4306.67,4010.77,4268.72,4118.97,4353.33,4631.28,4087.69,1
4317.95,4015.9,4281.03,4139.49,4352.82,4620.51,4070.77,1
4306.15,4013.33,4268.72,4136.41,4331.79,4601.54,4057.95,1
4366.15,4004.62,4295.38,4121.54,4359.49,4635.9,4091.79,1
4292.82,3980,4250.77,4119.49,4340,4624.62,4057.44,0
4316.41,4021.54,4271.28,4123.59,4352.82,4631.28,4081.54,0
4310.77,4059.49,4263.59,4126.15,4349.23,4624.62,4072.31,0
4283.08,3974.36,4250.26,4106.67,4333.33,4606.67,4040.51,0
4314.36,4042.05,4265.13,4121.03,4353.33,4618.46,4109.23,1
4275.9,4016.92,4274.87,4137.44,4339.49,4631.79,4090.26,1
4269.74,4017.95,4234.36,4105.13,4333.33,4612.31,4044.62,1
4308.21,4026.15,4254.36,4121.03,4337.95,4604.62,4085.64,0
4255.38,4042.56,4263.59,4152.31,4385.13,4646.67,4090.77,0
4292.31,4027.18,4246.67,4136.92,4348.21,4617.44,4056.41,0
4278.46,4028.21,4247.69,4121.54,4340.51,4622.05,4073.85,0
4301.54,4008.72,4263.59,4122.56,4332.82,4605.13,4052.82,1
4294.87,4017.95,4258.97,4124.1,4348.72,4622.05,4082.56,1
4282.56,3962.56,4236.41,4098.97,4318.97,4597.95,4068.21,1
4292.31,4000,4250.77,4105.64,4337.44,4609.74,4061.03,1
4295.9,3991.79,4261.03,4119.49,4337.95,4622.56,4081.54,0
4269.74,3965.13,4237.95,4091.28,4337.44,4608.72,4072.31,1
4298.97,3992.82,4268.72,4112.31,4344.1,4621.03,4053.33,0
4293.85,4020,4249.23,4123.08,4345.13,4619.49,4078.46,1
4220,3974.36,4234.36,4109.23,4341.03,4613.85,4077.95,0
4347.18,3980,4265.64,4122.56,4348.21,4600.51,4064.1,1
4265.13,3990.26,4251.28,4102.56,4329.74,4603.08,4046.67,1
4329.23,4015.9,4296.41,4137.44,4339.49,4621.54,4074.87,1
4278.46,3992.82,4262.05,4113.85,4338.46,4615.9,4075.9,0
4302.56,4011.79,4265.64,4124.62,4335.38,4622.05,4059.49,1
4268.21,4029.23,4239.49,4110.77,4331.28,4598.97,4055.38,0
4278.97,3991.28,4261.03,4120,4347.18,4623.08,4071.79,1
4347.18,4048.21,4331.28,4156.41,4371.28,4666.15,4108.72,0
4265.64,3966.67,4245.13,4090.26,4331.79,4613.85,4070.77,1
4286.15,4019.49,4264.1,4111.79,4334.87,4609.23,4040.51,1
4300,3979.49,4250.26,4089.23,4327.69,4615.38,4095.9,1
4314.87,4025.64,4258.46,4137.95,4364.62,4635.9,4086.67,1
4291.28,3967.18,4283.08,4141.03,4344.62,4632.82,4075.9,0
4276.92,3973.33,4249.74,4108.72,4328.72,4611.28,4073.85,0
4312.31,4013.85,4247.18,4122.56,4336.92,4630.26,4091.28,0
4286.67,3994.87,4264.1,4113.85,4336.92,4618.97,4063.59,0
4295.38,4047.18,4269.74,4135.38,4347.18,4629.74,4066.15,0
4342.05,4074.36,4284.1,4152.82,4349.23,4627.18,4112.82,1
4313.85,4013.33,4283.59,4143.59,4351.28,4626.15,4065.13,1
4314.36,4008.21,4265.64,4118.97,4336.41,4611.79,4061.03,1
4285.13,3994.36,4258.46,4107.69,4335.9,4618.97,4069.23,0
4279.49,3992.31,4257.44,4110.77,4327.69,4619.49,4061.03,0
4305.13,4002.56,4275.38,4133.85,4324.1,4614.87,4066.67,1
4262.56,3959.49,4233.33,4090.77,4332.82,4615.38,4072.31,1
4278.46,3999.49,4261.54,4108.21,4328.21,4615.38,4055.9,0
4250.77,4007.18,4225.64,4106.15,4345.64,4607.69,4060.51,0
4236.41,4011.28,4246.67,4129.23,4342.56,4610.77,4042.56,0
4293.85,3995.9,4251.28,4103.59,4342.56,4625.13,4063.59,0
4300,3998.46,4263.59,4122.05,4327.18,4619.49,4084.1,1
4334.36,3982.05,4269.74,4135.38,4325.64,4609.74,4073.85,1
4296.92,4000,4266.67,4122.56,4335.38,4621.54,4062.05,1
4282.56,3993.33,4248.72,4096.92,4342.56,4613.33,4070.26,1
4265.64,3975.9,4246.15,4109.74,4325.13,4601.03,4051.79,1
4267.18,4012.31,4247.69,4123.08,4343.59,4617.95,4056.41,0
4344.1,3973.33,4264.1,4100.51,4334.87,4620.51,4103.08,1
4297.44,3986.15,4264.1,4124.62,4332.82,4620.51,4070.77,0
4272.31,4010.26,4255.38,4127.18,4334.36,4630.26,4070.77,0
4267.18,3981.54,4247.69,4123.59,4340,4610.26,4055.9,1
4286.15,3995.9,4262.05,4118.46,4335.38,4615.38,4055.38,0
4251.28,4038.46,4260,4150.26,4377.44,4641.03,4085.64,0
4272.82,3941.54,4251.28,4092.82,4324.1,4621.03,4064.1,1
4286.15,3988.72,4266.15,4123.08,4329.74,4600.51,4048.21,1
4338.97,4033.85,4276.92,4128.72,4346.15,4627.18,4073.33,0
4280.51,3978.97,4248.72,4111.28,4329.74,4608.21,4054.36,1
4296.92,4062.05,4275.9,4148.72,4351.28,4628.72,4067.69,0
4404.1,4048.21,4291.79,4145.64,4338.46,4609.23,4063.59,0
4322.56,4014.36,4257.95,4106.67,4335.38,4623.08,4059.49,0
4294.87,4035.38,4252.82,4133.33,4335.38,4587.69,4084.62,0
4301.03,4053.33,4280,4137.44,4348.21,4625.13,4071.28,0
4309.74,4005.13,4269.23,4121.54,4344.62,4607.18,4088.72,0
4314.36,4003.59,4263.59,4115.9,4337.44,4604.62,4061.03,1
4407.69,4108.21,4382.05,4233.33,4444.62,4748.21,4174.87,0
4224.1,4055.9,4230.77,4145.13,4343.59,4626.15,4059.49,0
4440,4134.36,4298.97,4176.41,4332.82,4602.56,4060.51,0
4303.59,4017.95,4260,4138.46,4333.33,4602.05,4054.36,1
4273.33,3987.69,4244.1,4088.72,4325.13,4617.95,4056.41,1
4323.59,4054.36,4265.64,4138.97,4356.92,4626.67,4104.1,1
4286.15,4006.67,4249.23,4114.87,4327.18,4600,4033.33,1
4268.21,3981.03,4249.23,4107.18,4330.26,4615.9,4080,0
4236.92,4020,4224.62,4105.64,4331.28,4614.36,4057.44,0
4304.1,3993.85,4266.67,4108.72,4332.31,4628.72,4085.64,0
4294.36,4024.62,4276.92,4134.36,4335.38,4605.13,4045.64,1
4280.51,4018.46,4247.69,4122.56,4336.41,4612.31,4064.62,0
4305.64,4002.05,4263.08,4109.74,4337.44,4611.79,4051.79,1
4277.44,3986.15,4248.21,4107.69,4331.28,4615.38,4055.38,0
4301.03,3978.97,4275.38,4123.08,4360.51,4639.49,4090.26,1
4279.49,4012.31,4245.64,4118.97,4321.03,4601.54,4061.03,0
4280.51,4002.05,4267.18,4130.77,4342.56,4613.33,4073.33,0
4298.97,4010.26,4283.08,4134.87,4334.87,4618.97,4050.26,0
4283.08,4000.51,4263.08,4116.92,4350.26,4604.62,4049.23,1
4350.77,3988.21,4284.1,4137.95,4354.36,4631.79,4088.72,1
4289.23,4025.64,4266.15,4137.95,4343.08,4622.05,4083.08,1
4316.41,4011.79,4275.38,4122.05,4342.56,4614.36,4051.79,1
4347.18,4045.13,4321.54,4140.51,4363.08,4645.64,4100.51,0
4287.18,3997.95,4261.54,4116.41,4337.95,4612.82,4072.82,1
4288.72,4000.51,4255.9,4114.87,4327.18,4613.85,4069.74,0
4300,4058.46,4270.77,4140,4354.87,4629.74,4063.59,0
4262.05,4010.77,4244.62,4105.13,4328.21,4607.18,4037.44,1
4294.87,4012.31,4265.64,4136.41,4335.9,4615.9,4076.92,1
4301.03,3958.97,4251.28,4107.69,4313.33,4601.54,4070.26,1
4317.44,4025.13,4280,4127.18,4343.08,4620.51,4076.41,1
4338.46,4049.74,4281.54,4156.41,4333.33,4607.18,4064.62,1
4333.33,4026.67,4278.46,4123.08,4344.1,4621.54,4069.74,0
4370.77,4049.74,4320,4182.05,4407.18,4681.54,4149.74,1
4292.82,3998.97,4264.62,4108.72,4329.74,4615.38,4053.85,0
4322.56,4007.18,4278.97,4138.46,4349.23,4640,4074.87,0
4299.49,3973.85,4276.92,4123.08,4352.82,4636.92,4089.23,1
4294.36,3991.79,4268.72,4121.03,4340,4618.97,4060.51,0
4282.56,4004.62,4265.13,4123.08,4327.69,4603.59,4034.87,1
4278.97,4027.69,4277.95,4137.44,4375.9,4646.15,4095.9,0
4316.41,3905.64,4249.23,4058.46,4318.97,4603.08,4106.15,1
4285.64,3991.79,4274.36,4121.03,4338.46,4628.72,4070.77,0
4301.03,3994.36,4252.82,4119.49,4332.82,4583.08,4087.69,0
4295.38,4045.13,4263.59,4124.62,4338.46,4617.44,4059.49,0
4265.64,4007.18,4228.72,4103.59,4330.77,4617.44,4051.79,1
4284.1,3982.05,4251.28,4105.13,4331.28,4620,4057.95,1
4276.41,3976.92,4248.21,4106.15,4330.77,4605.64,4065.64,1
4288.72,3990.77,4247.69,4106.67,4342.05,4621.54,4057.95,0
4304.1,4043.59,4290.77,4169.23,4365.13,4652.31,4095.38,0
4304.1,4009.74,4279.49,4134.36,4345.64,4624.1,4089.74,1
4310.26,3995.9,4278.46,4130.77,4346.67,4630.26,4070.26,0
4274.87,3995.9,4247.69,4107.18,4328.72,4612.82,4049.23,0
4290.77,3986.67,4260,4097.95,4335.9,4627.18,4103.59,1
4281.54,4007.69,4262.56,4127.69,4346.67,4618.97,4084.62,0
4297.44,4004.1,4265.64,4124.1,4341.54,4618.97,4059.49,1
4322.05,4007.18,4296.41,4140,4375.38,4655.9,4111.79,1
4298.97,3991.79,4262.56,4111.28,4336.41,4619.49,4052.82,1
4268.72,3968.72,4245.64,4101.03,4328.72,4604.62,4050.77,1
4291.79,3993.33,4254.36,4102.56,4338.97,4616.92,4087.69,1
4264.1,3994.36,4232.82,4094.87,4348.21,4620,4055.38,0
4274.36,3971.28,4247.18,4091.79,4324.1,4600,4037.95,0
4268.21,4015.9,4230.26,4110.26,4336.41,4605.64,4053.85,0
4283.59,3981.03,4265.64,4139.49,4346.15,4624.1,4070.77,0
4293.33,3987.69,4262.05,4104.1,4310.26,4609.23,4060,0
4303.08,4014.36,4270.77,4121.54,4335.9,4615.38,4075.38,0
4308.72,3990.77,4277.95,4138.46,4337.44,4613.33,4080,0
4272.82,4014.36,4262.56,4124.62,4344.62,4633.33,4118.46,1
4385.13,4033.85,4285.64,4127.18,4327.18,4615.38,4059.49,1
4215.9,3967.69,4224.62,4103.59,4335.9,4615.38,4075.9,0
4355.9,3985.13,4275.38,4103.08,4326.67,4591.79,4084.1,1
4362.56,4047.18,4324.1,4193.33,4416.41,4684.1,4135.9,1
4276.41,4009.23,4245.64,4108.72,4338.97,4631.28,4057.95,0
4290.77,4001.54,4249.23,4128.72,4327.18,4601.03,4056.92,1
4260.51,3980.51,4248.21,4119.49,4328.72,4608.21,4054.36,0
4281.54,4002.05,4262.05,4123.59,4329.74,4612.31,4067.18,0
4263.59,3986.15,4248.72,4086.15,4328.21,4600.51,4051.28,1
4307.69,4042.05,4264.62,4137.44,4349.74,4620.51,4072.31,1
4285.13,4007.69,4267.18,4138.97,4344.62,4612.82,4057.95,0
4217.95,3965.64,4224.62,4102.05,4336.92,4616.41,4075.38,0
4279.49,3976.41,4247.18,4106.15,4331.79,4604.62,4058.46,1
4379.49,4031.28,4329.23,4187.69,4391.28,4671.79,4122.05,1
4288.21,3997.44,4260.51,4118.46,4345.64,4609.23,4053.85,1
4283.59,3980,4253.85,4104.1,4333.85,4619.49,4061.03,0
4309.74,4037.95,4269.74,4146.15,4355.38,4629.74,4091.28,1
4288.72,3974.87,4244.62,4107.18,4331.28,4611.28,4054.36,0
4295.38,4014.87,4248.21,4120,4348.72,4579.49,4094.87,0
4331.28,4006.15,4280.51,4126.15,4347.69,4629.23,4085.64,1
4290.26,4016.41,4267.69,4146.15,4351.28,4624.1,4074.36,0
4312.31,4031.79,4262.56,4135.38,4343.08,4615.38,4085.13,1
4275.9,3990.77,4257.95,4120,4331.28,4619.49,4055.38,0
4309.74,3992.82,4278.46,4120.51,4359.49,4636.92,4100.51,1
4304.62,4034.87,4261.54,4111.28,4338.97,4618.97,4051.28,1
4289.74,4012.82,4273.33,4130.77,4333.85,4617.95,4081.03,0
4354.87,4041.03,4310.77,4167.69,4408.21,4682.05,4148.21,1
4292.31,4017.44,4280,4150.77,4356.41,4625.13,4074.36,0
4296.92,4005.64,4266.67,4139.49,4345.64,4614.87,4052.31,1
4306.15,4021.03,4275.38,4113.33,4342.05,4621.54,4063.59,0
4297.95,4015.9,4274.87,4124.1,4351.28,4621.54,4072.31,0
4285.13,4017.95,4246.15,4119.49,4347.69,4615.9,4073.33,1
4354.36,4054.87,4327.69,4172.31,4392.31,4665.64,4120,1
4297.95,3987.18,4265.13,4141.03,4344.1,4628.72,4054.36,0
4301.03,4008.72,4269.23,4121.54,4338.46,4617.44,4049.23,0
4299.49,4009.23,4249.74,4119.49,4346.15,4582.05,4097.44,0
4272.31,3977.95,4266.15,4125.13,4341.03,4620,4059.49,0
4300,4042.05,4263.08,4121.54,4338.97,4622.05,4075.38,0
4269.23,3985.64,4245.13,4109.23,4320,4625.64,4058.97,0
4283.08,3975.38,4248.21,4098.97,4330.26,4605.13,4045.13,0
4292.31,4008.21,4277.44,4117.44,4338.97,4630.77,4055.38,0
4307.69,3969.23,4248.72,4088.72,4332.82,4619.49,4094.36,1
4297.44,3996.92,4266.67,4091.28,4338.97,4627.69,4085.64,0
4292.31,4053.33,4268.72,4128.72,4346.67,4640.51,4072.31,0
4264.1,3976.41,4244.1,4109.74,4330.77,4614.87,4077.95,0
4303.59,4004.1,4266.67,4105.64,4338.97,4618.46,4064.62,1
4312.82,4023.08,4258.46,4125.13,4340.51,4621.54,4079.49,0
4258.97,4012.82,4248.72,4116.92,4335.38,4613.33,4062.05,0
4253.33,3972.31,4265.64,4118.46,4327.69,4620,4067.18,0
4385.64,4087.69,4342.05,4193.85,4415.38,4715.9,4144.1,0
4278.97,3991.28,4263.08,4121.54,4321.03,4605.13,4036.41,1
4283.08,4035.9,4259.49,4122.56,4340,4628.21,4068.21,0
4306.15,3973.33,4263.59,4107.18,4343.59,4623.59,4106.15,1
4317.95,3996.41,4270.26,4134.36,4342.56,4626.67,4088.21,0
4273.33,3984.1,4248.21,4100,4341.03,4628.21,4083.08,0
4261.54,4007.18,4244.62,4123.59,4338.46,4626.15,4072.82,0
4284.62,3997.44,4263.59,4116.41,4343.59,4605.13,4050.77,1
4293.33,3986.15,4260,4092.31,4337.44,4617.44,4092.82,1
4293.85,4043.08,4261.54,4115.9,4337.95,4627.18,4072.82,0
4295.9,4005.13,4263.59,4120,4336.92,4615.9,4050.77,1
4331.79,4054.36,4283.59,4138.97,4358.97,4621.03,4104.1,1
4301.03,3981.54,4271.79,4124.62,4333.85,4614.87,4061.03,1
4324.62,4004.62,4293.85,4148.72,4342.05,4586.67,4097.44,0
4283.59,4024.1,4247.18,4105.64,4345.64,4617.95,4101.03,1
4308.21,4061.54,4265.64,4137.44,4353.85,4633.85,4090.26,0
4280,3982.56,4249.74,4117.44,4342.56,4611.79,4068.72,1
4335.38,4034.36,4270.26,4123.59,4329.23,4618.46,4074.36,0
4299.49,4018.46,4248.72,4110.26,4347.69,4626.15,4087.69,0
4311.79,4062.05,4270.26,4139.49,4360,4636.41,4078.97,0
4307.69,4005.13,4262.05,4105.64,4337.95,4612.82,4050.26,1
4265.64,4015.38,4245.64,4104.62,4331.28,4617.44,4044.1,1
4294.87,4026.67,4265.64,4125.13,4334.36,4615.9,4054.36,1
4363.08,4054.36,4356.92,4156.41,4372.82,4671.28,4110.26,0
4276.41,3999.49,4252.82,4108.72,4345.64,4616.41,4077.95,0
4301.54,4003.08,4236.41,4110.77,4327.69,4592.82,4076.92,0
4303.08,4013.85,4265.13,4102.56,4342.56,4622.56,4078.97,0
4313.33,4017.44,4281.54,4138.46,4355.38,4621.03,4076.92,0
4321.54,4044.1,4264.62,4122.56,4361.54,4633.33,4116.92,1
4286.67,3975.9,4258.46,4104.1,4343.59,4617.95,4074.87,1
4272.82,3997.44,4248.21,4090.77,4336.41,4613.85,4048.21,1
4274.87,3971.28,4236.92,4110.77,4321.54,4615.9,4082.56,1
4294.36,3999.49,4265.64,4117.95,4330.26,4622.05,4080.51,0
4228.72,4021.54,4213.33,4106.15,4332.31,4617.95,4053.85,0
4303.08,4000,4262.05,4125.64,4348.72,4623.59,4076.92,0
4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,1
4317.44,4023.08,4296.41,4167.69,4372.82,4646.15,4099.49,1
4292.82,4004.1,4265.13,4100,4345.13,4622.56,4086.67,0
4288.72,4006.67,4262.05,4120.51,4347.69,4620,4064.62,0
4313.33,4007.18,4280.51,4143.59,4354.87,4631.28,4080.51,0
4287.18,3985.13,4253.85,4103.08,4334.36,4609.23,4050.77,1
4360.51,3981.54,4260.51,4124.62,4355.38,4611.28,4071.79,1
4294.87,4003.08,4248.72,4107.69,4335.38,4613.33,4057.44,1
4289.74,4007.69,4250.77,4103.59,4334.36,4628.72,4064.1,0
4292.82,3997.44,4262.56,4123.08,4325.64,4602.56,4050.77,1
4318.97,4023.59,4293.33,4132.82,4351.28,4646.67,4090.77,0
4258.46,4005.13,4246.67,4132.82,4353.85,4631.28,4106.67,0
4284.62,3988.21,4261.54,4080.51,4331.79,4623.08,4085.64,0
4266.15,3974.87,4251.28,4108.21,4334.87,4600,4050.26,1
4274.36,3992.31,4248.21,4110.26,4318.46,4609.74,4039.49,1
4316.92,3981.03,4248.21,4093.85,4334.87,4626.15,4107.69,1
4290.26,3996.41,4265.64,4121.54,4343.08,4614.36,4063.59,0
4283.08,3983.08,4247.18,4120.51,4341.03,4617.95,4049.74,0
4298.97,4023.08,4272.31,4124.62,4345.13,4617.44,4050.26,1
4287.69,4006.15,4260.51,4116.92,4322.56,4615.9,4075.38,0
4294.36,4002.05,4278.97,4134.36,4342.56,4621.54,4071.28,0
4295.38,4014.87,4266.15,4121.54,4327.69,4606.15,4038.46,1
4288.21,4008.72,4263.08,4107.18,4341.54,4617.44,4060,0
4288.21,3992.31,4262.05,4117.95,4332.82,4616.41,4072.31,1
4292.31,4007.69,4243.08,4120.51,4327.18,4601.54,4056.41,1
4251.28,3991.28,4245.13,4116.41,4350.26,4626.15,4073.85,0
4353.33,3991.28,4282.05,4111.79,4347.18,4626.15,4091.28,1
4303.08,4003.08,4262.56,4127.69,4347.69,4632.31,4064.62,0
4282.05,4000.51,4249.23,4099.49,4336.41,4613.33,4051.79,1
4306.15,4018.46,4262.05,4118.97,4347.69,4622.56,4071.79,0
4290.77,3988.21,4262.05,4120,4329.23,4626.15,4064.1,0
4265.13,3989.74,4245.64,4103.08,4346.15,4615.9,4054.87,1
4321.54,4043.08,4270.77,4121.54,4347.69,4622.05,4112.82,1
4313.33,3997.44,4271.79,4105.64,4327.69,4601.54,4061.03,1
4281.54,3972.31,4250.26,4108.21,4335.9,4616.92,4054.36,1
4302.56,4056.92,4269.74,4155.9,4378.97,4642.05,4086.15,0
4333.85,4062.05,4258.46,4154.87,4355.38,4621.03,4063.59,0
4292.31,4023.08,4258.46,4121.54,4348.21,4628.21,4082.05,1
4323.08,4008.21,4269.23,4123.08,4342.56,4621.54,4056.92,0
4303.08,4023.59,4261.03,4128.21,4348.72,4575.38,4086.67,0
4268.72,3981.54,4245.13,4093.33,4330.77,4616.92,4058.46,0
4287.69,4006.15,4263.59,4138.46,4327.69,4610.26,4036.92,1
4307.69,4007.69,4267.18,4113.85,4335.38,4614.87,4056.92,1
4294.87,4042.56,4263.08,4132.82,4342.05,4629.23,4078.97,0
4274.87,4072.82,4260.51,4167.69,4382.05,4652.82,4095.9,0
4301.03,3986.67,4278.97,4134.36,4362.05,4637.44,4090.77,1
4260,4054.36,4270.26,4166.15,4387.18,4656.92,4103.08,1
4244.62,4010.77,4240.51,4115.9,4345.64,4620,4049.74,0
4302.05,4008.72,4278.46,4124.1,4341.54,4624.62,4053.33,0
4287.18,3977.44,4234.36,4101.54,4333.85,4609.74,4057.44,0
4403.59,4018.97,4277.44,4137.44,4366.67,4608.21,4082.05,1
4297.95,4009.74,4268.21,4141.54,4352.31,4634.87,4076.92,0
4286.15,4002.05,4263.59,4114.87,4329.23,4604.62,4052.31,1
4279.49,4016.92,4262.05,4130.77,4331.79,4618.97,4069.23,0
4281.54,4003.08,4265.64,4134.36,4342.56,4614.36,4051.28,1
4285.13,3995.9,4262.05,4122.56,4331.79,4615.9,4065.13,0
4329.23,3976.92,4248.72,4122.56,4343.59,4603.59,4068.72,1
4303.59,4015.9,4272.31,4105.13,4328.72,4609.74,4051.28,0
4318.97,4021.54,4277.44,4141.54,4348.72,4612.31,4099.49,0
4304.1,4008.72,4268.72,4127.69,4326.67,4614.87,4071.79,0
4296.41,4016.41,4268.72,4121.54,4325.64,4605.13,4044.62,1
4412.31,4066.15,4274.36,4158.46,4334.87,4607.69,4071.79,0
4287.18,3993.85,4270.26,4122.05,4327.69,4614.87,4056.92,0
4292.82,4042.05,4261.03,4112.82,4356.92,4628.72,4067.18,0
4217.44,4033.33,4242.56,4135.9,4331.79,4610.77,4055.38,0
4331.28,3914.87,4255.38,4061.03,4316.41,4598.97,4103.08,1
4324.1,4018.46,4262.05,4122.05,4328.72,4603.08,4060,1
4242.56,4002.05,4241.03,4111.79,4337.44,4615.38,4042.05,0
4294.36,3997.44,4259.49,4122.56,4333.85,4617.44,4080.51,0
4298.46,3991.79,4265.13,4119.49,4335.38,4624.1,4076.41,0
4296.41,3991.79,4278.46,4119.49,4333.85,4606.15,4061.54,1
4404.1,4031.28,4309.74,4136.92,4358.46,4630.26,4069.74,1
4297.95,4011.28,4282.05,4114.36,4342.05,4621.54,4083.08,0
4305.64,3981.03,4281.03,4125.13,4360,4639.49,4092.31,1
4216.92,3972.31,4222.56,4095.38,4337.95,4615.38,4081.54,0
4279.49,3982.05,4260.51,4116.41,4332.31,4602.05,4049.23,0
4266.15,3958.46,4277.44,4124.62,4332.31,4615.38,4054.87,0
4310.77,3998.46,4271.79,4127.69,4348.21,4638.97,4061.54,0
4290.26,4008.72,4271.79,4127.18,4345.13,4614.87,4042.05,0
4300,3999.49,4252.82,4102.05,4324.1,4601.03,4082.56,1
4427.18,3990.26,4281.03,4107.18,4310.77,4574.87,4061.03,1
4291.79,4006.67,4278.46,4125.64,4345.13,4611.79,4042.56,0
4326.15,4011.28,4276.92,4142.05,4344.1,4582.56,4092.82,0
4271.79,3983.08,4253.33,4110.26,4334.36,4602.05,4054.87,1
4297.95,4004.1,4247.18,4119.49,4337.95,4618.97,4075.38,0
4357.44,4046.15,4320.51,4173.33,4408.21,4683.59,4149.74,1
4356.92,4034.87,4291.28,4140,4339.49,4616.92,4047.69,0
4301.03,3998.97,4261.03,4107.69,4331.79,4630.26,4086.67,0
4284.62,4006.67,4249.23,4116.41,4331.79,4613.85,4053.33,0
4276.92,3971.28,4248.72,4107.18,4330.26,4606.15,4040.51,0
4307.69,3989.74,4261.03,4121.03,4334.36,4619.49,4091.28,0
4287.69,4016.92,4263.08,4123.08,4330.77,4620.51,4089.23,0
4240.51,4035.38,4216.92,4114.87,4335.38,4617.44,4051.79,0
4281.54,3987.69,4262.05,4104.1,4330.77,4616.41,4048.72,0
4309.23,4036.41,4247.69,4113.33,4350.77,4630.26,4116.92,1
4412.31,4050.26,4289.74,4146.15,4357.44,4622.56,4077.95,0
4288.21,4047.18,4257.44,4133.33,4346.67,4624.1,4058.97,0
4313.85,4018.97,4264.62,4124.1,4344.1,4618.97,4064.1,1
4306.67,4013.85,4258.46,4130.77,4328.21,4601.54,4061.03,1
4289.74,3998.97,4258.97,4119.49,4341.54,4610.77,4073.33,1
4275.38,3959.49,4261.03,4094.36,4350.77,4622.56,4082.56,1
4277.44,3977.44,4252.31,4108.72,4318.97,4604.62,4073.33,0
4301.03,4005.64,4266.67,4123.59,4346.15,4629.74,4060.51,0
4261.03,4043.59,4263.08,4126.15,4347.18,4620.51,4075.38,1
4278.97,4008.21,4243.08,4109.23,4333.85,4617.44,4101.03,0
4435.9,4095.9,4300.51,4172.31,4320,4587.69,4051.28,0
4360,4000,4293.85,4120,4348.72,4632.82,4093.85,1
4285.64,3987.18,4266.67,4108.72,4332.82,4604.62,4052.31,0
