AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,index
4333.85,3981.03,4272.82,4106.67,4335.9,4606.15,4099.49,4617.95,4213.33,4246.67,4257.44,4312.31,4687.18,4436.92,11268
4422.05,4037.44,4280.0,4140.0,4310.77,4587.69,4075.9,4606.15,4189.23,4240.51,4205.13,4316.92,4708.21,4495.38,11270
4484.1,4109.74,4308.21,4157.44,4336.41,4584.62,4066.67,4581.03,4181.54,4243.08,4296.41,4351.28,4781.54,4560.0,11271
4345.13,4055.9,4296.41,4149.23,4345.64,4630.26,4073.33,4624.1,4200.51,4236.41,4194.87,4293.33,4620.0,4404.1,11281
4367.69,4066.15,4318.97,4173.33,4383.59,4683.59,4118.97,4671.79,4255.38,4289.74,4272.82,4335.38,4676.41,4427.69,11290
4388.72,4060.0,4349.23,4192.31,4425.64,4703.59,4163.59,4686.67,4269.74,4306.67,4296.41,4349.23,4700.0,4455.9,11292
4328.72,4051.79,4265.64,4118.46,4357.44,4641.54,4113.33,4630.26,4225.64,4244.62,4236.41,4303.59,4641.54,4391.28,11306
4359.49,3998.97,4277.44,4129.74,4322.56,4602.56,4073.33,4602.56,4193.85,4239.49,4191.28,4296.41,4667.69,4432.82,11313
4358.46,4052.31,4352.31,4154.36,4371.79,4671.79,4110.77,4648.21,4231.28,4276.92,4256.92,4321.54,4663.59,4417.95,11317
4351.79,3982.05,4277.95,4125.13,4349.74,4634.87,4084.62,4623.59,4214.87,4261.03,4222.05,4299.49,4632.31,4405.64,11331
4382.05,4056.41,4341.54,4191.28,4424.1,4700.0,4161.03,4679.49,4270.77,4304.62,4291.28,4347.18,4699.49,4451.28,11346
4383.59,3988.21,4299.49,4135.9,4349.23,4627.69,4080.0,4612.82,4208.72,4257.44,4235.9,4316.92,4662.56,4445.64,11358
4371.28,4060.51,4364.62,4167.69,4378.97,4672.82,4116.92,4655.38,4243.08,4283.59,4265.64,4335.38,4674.87,4424.62,11369
4458.46,4105.13,4325.13,4180.51,4346.67,4607.69,4052.31,4603.59,4178.97,4228.72,4246.67,4330.77,4684.1,4492.82,11371
4384.62,4077.95,4282.56,4133.85,4345.64,4627.69,4073.85,4611.79,4195.9,4240.51,4213.33,4300.0,4626.15,4423.59,11380
4327.69,4061.54,4269.74,4124.62,4378.46,4648.21,4121.54,4643.08,4240.0,4249.74,4237.95,4300.51,4642.05,4391.79,11382
4374.36,4062.05,4281.54,4137.95,4317.44,4606.67,4062.05,4611.28,4192.82,4232.31,4225.64,4294.36,4641.03,4428.72,11383
4357.95,3999.49,4276.92,4136.92,4322.56,4609.74,4067.18,4600.51,4195.9,4236.41,4192.31,4294.87,4653.33,4425.64,11441
4395.9,4100.51,4296.92,4162.05,4336.41,4605.13,4053.85,4594.87,4183.08,4188.72,4176.92,4287.18,4567.69,4413.85,11442
4354.36,4033.33,4296.92,4153.33,4354.36,4627.18,4074.87,4625.64,4216.92,4244.1,4224.1,4300.51,4644.62,4399.49,11457
4411.79,4114.87,4381.03,4234.36,4454.36,4751.79,4168.72,4724.1,4316.41,4353.85,4320.0,4383.59,4716.92,4461.03,11459
4396.41,4090.77,4281.54,4138.97,4348.72,4623.08,4074.36,4597.44,4191.79,4235.38,4212.31,4295.9,4616.41,4421.54,11462
4312.82,3980.0,4281.03,4124.1,4355.9,4636.41,4089.74,4642.05,4223.59,4257.95,4234.87,4296.92,4657.95,4408.72,11472
4347.18,4038.46,4344.1,4151.79,4363.08,4664.62,4108.72,4645.13,4231.79,4268.21,4255.9,4321.54,4654.36,4406.15,11506
4328.21,4025.64,4287.18,4154.87,4363.08,4639.49,4084.1,4627.18,4222.56,4240.51,4217.44,4295.9,4635.9,4379.49,11509
4362.56,4054.36,4366.67,4158.97,4373.33,4673.85,4119.49,4653.33,4235.9,4273.85,4249.74,4324.1,4652.31,4405.64,11513
4392.82,4030.77,4278.46,4122.05,4318.97,4603.08,4060.0,4608.72,4193.33,4237.95,4240.0,4308.21,4668.72,4458.97,11519
4357.95,4037.95,4290.77,4136.92,4336.41,4615.38,4071.79,4626.15,4195.38,4229.23,4217.95,4303.08,4604.62,4415.9,11549
4368.72,4042.56,4318.97,4185.64,4390.77,4662.05,4124.1,4650.77,4231.79,4257.44,4195.38,4314.87,4602.56,4390.26,11552
4405.64,4067.69,4301.54,4166.67,4353.33,4617.44,4053.33,4594.36,4196.41,4232.31,4235.9,4304.1,4674.36,4452.82,11557
4386.15,4045.13,4334.36,4202.56,4400.51,4662.56,4121.54,4657.95,4239.49,4268.21,4207.18,4331.28,4625.13,4410.26,11563
4374.36,4066.67,4278.46,4126.67,4339.49,4625.64,4072.82,4604.1,4183.59,4234.87,4210.77,4294.36,4622.56,4409.23,11572
4333.33,3980.51,4268.72,4100.51,4338.97,4610.77,4101.03,4637.95,4230.26,4252.31,4255.38,4305.13,4683.59,4438.97,11576
4366.15,4057.44,4273.85,4153.33,4335.9,4613.85,4073.33,4613.85,4208.72,4224.1,4220.51,4286.67,4624.62,4401.54,11586
4328.21,4017.44,4292.82,4143.08,4358.46,4630.77,4092.31,4631.79,4213.33,4244.1,4224.62,4300.51,4628.21,4397.44,11625
4344.62,4069.74,4296.92,4165.13,4359.49,4649.74,4086.15,4610.26,4208.21,4244.1,4207.18,4292.31,4604.62,4391.79,11629
4401.03,4037.44,4296.92,4136.41,4349.23,4621.54,4083.59,4628.72,4220.0,4272.82,4264.62,4328.72,4740.51,4499.49,11630
4406.15,4069.74,4265.13,4151.28,4326.15,4598.97,4065.64,4590.26,4185.13,4211.28,4168.72,4286.67,4656.41,4452.31,11634
4340.0,4023.08,4290.77,4147.69,4351.79,4628.21,4075.38,4612.31,4201.54,4237.95,4221.03,4296.41,4642.05,4390.26,11635
4376.41,4058.46,4291.79,4146.67,4342.05,4602.05,4046.15,4574.36,4171.79,4215.9,4194.87,4292.82,4626.67,4416.41,11637
4435.38,4087.18,4296.41,4166.67,4319.49,4585.64,4057.95,4580.51,4178.97,4213.85,4182.05,4317.44,4669.23,4478.46,11647
4327.69,4027.18,4293.33,4138.46,4372.82,4649.23,4103.59,4662.56,4246.67,4269.23,4232.31,4307.18,4651.28,4402.05,11656
4393.85,4071.28,4343.59,4186.67,4426.15,4698.46,4154.87,4681.54,4274.36,4311.79,4300.0,4356.92,4703.08,4467.18,11659
4358.46,4047.69,4279.49,4154.36,4353.85,4633.85,4084.1,4605.13,4198.97,4250.77,4223.59,4307.69,4630.77,4424.62,11678
4445.13,4110.26,4302.56,4164.62,4345.13,4615.38,4061.54,4596.41,4193.85,4222.56,4224.1,4311.79,4670.26,4487.69,11692
4431.28,4074.36,4293.85,4144.1,4348.72,4616.41,4063.08,4580.51,4186.15,4253.33,4232.82,4309.23,4667.18,4461.54,11701
4328.21,4040.51,4304.62,4147.18,4376.41,4662.05,4108.72,4668.21,4246.15,4276.41,4236.92,4307.69,4663.08,4395.38,11709
4341.54,3970.77,4278.97,4113.33,4329.74,4613.85,4103.59,4627.18,4216.41,4243.08,4253.85,4328.21,4672.31,4416.92,11715
4317.95,4025.64,4275.9,4143.59,4377.44,4645.64,4092.82,4643.08,4233.85,4252.82,4221.03,4300.0,4644.62,4394.87,11719
4407.18,4031.28,4268.72,4140.51,4356.41,4600.0,4072.82,4604.1,4211.79,4269.23,4250.77,4308.72,4685.13,4470.26,11724
4363.59,4020.51,4277.44,4119.49,4314.87,4603.59,4057.44,4612.31,4196.41,4226.67,4223.08,4301.54,4638.97,4433.85,11741
4405.13,4096.41,4344.62,4203.08,4412.82,4675.38,4138.97,4657.44,4245.64,4289.23,4243.59,4334.87,4666.15,4435.38,11750
4430.26,4092.82,4280.51,4169.74,4343.59,4618.97,4084.1,4608.21,4213.85,4249.74,4222.56,4302.56,4645.64,4472.82,11761
4332.82,4014.36,4281.03,4136.41,4361.03,4637.95,4072.31,4633.85,4218.46,4257.44,4238.97,4300.51,4636.92,4381.03,11774
4429.23,4118.46,4307.69,4172.31,4355.9,4617.44,4067.69,4611.79,4188.72,4231.79,4212.31,4296.92,4661.03,4472.82,11780
4441.03,4075.38,4298.46,4144.1,4351.28,4624.62,4073.33,4588.21,4184.1,4257.44,4241.03,4317.44,4674.36,4472.31,11785
4341.03,3996.92,4282.05,4123.59,4362.05,4635.38,4090.77,4642.56,4222.05,4278.97,4252.82,4310.77,4687.18,4435.9,11788
4345.64,4049.74,4336.92,4153.85,4362.56,4657.44,4107.69,4649.23,4222.56,4265.64,4249.23,4314.36,4649.74,4405.64,11802
4336.92,4017.44,4291.28,4148.21,4354.87,4631.79,4084.1,4627.69,4213.33,4244.1,4222.05,4298.97,4643.59,4385.13,11807
4353.85,4026.67,4289.23,4149.74,4355.9,4630.26,4074.36,4627.18,4222.05,4248.72,4222.05,4295.9,4644.1,4402.05,11810
4405.64,4045.13,4300.0,4153.85,4344.1,4606.15,4062.05,4619.49,4217.95,4235.38,4245.13,4317.44,4687.69,4462.56,11818
4451.28,4114.87,4294.36,4183.08,4340.51,4614.36,4077.95,4594.87,4190.26,4242.05,4224.1,4311.28,4650.26,4484.1,11819
4393.85,4088.21,4351.28,4206.67,4436.41,4726.15,4150.77,4712.82,4304.62,4340.0,4308.21,4373.33,4703.08,4456.92,11837
4362.56,3981.03,4266.15,4100.0,4326.67,4596.41,4081.54,4606.67,4200.0,4242.56,4266.15,4310.77,4709.74,4457.44,11838
4403.08,4041.03,4278.97,4135.38,4340.51,4614.87,4069.23,4584.62,4191.28,4220.51,4229.23,4302.05,4675.9,4456.41,11840
4374.87,4048.21,4329.74,4182.05,4409.23,4689.23,4150.77,4677.95,4266.67,4292.82,4258.97,4336.92,4681.03,4430.26,11868
4457.44,4050.77,4299.49,4134.36,4323.08,4585.64,4072.82,4618.97,4217.95,4258.46,4299.49,4358.97,4781.54,4548.21,11881
4361.54,3934.87,4250.26,4080.51,4321.54,4588.72,4082.05,4633.85,4225.64,4263.59,4292.82,4329.23,4769.74,4467.69,11888
4434.36,4109.23,4314.87,4164.62,4347.18,4617.95,4065.64,4596.92,4201.03,4224.62,4227.69,4307.69,4665.64,4463.59,11890
4332.31,4048.21,4283.59,4123.59,4350.77,4614.87,4105.13,4615.38,4216.92,4240.51,4229.23,4302.05,4635.9,4386.67,11894
4443.08,4031.28,4312.31,4138.46,4325.64,4581.03,4066.15,4588.21,4185.13,4238.97,4275.9,4344.1,4743.08,4529.23,11897
4357.44,3930.77,4261.03,4069.74,4321.03,4598.97,4093.85,4653.85,4256.92,4294.87,4311.79,4345.64,4775.38,4479.49,11900
4332.82,4022.05,4282.05,4137.44,4358.46,4631.79,4100.0,4631.79,4205.13,4235.9,4228.72,4296.92,4629.23,4403.59,11932
4360.0,4050.77,4351.79,4154.36,4366.15,4669.74,4115.38,4665.64,4240.0,4266.67,4251.28,4324.62,4651.28,4416.92,11956
4414.87,4086.67,4304.62,4167.69,4348.21,4613.85,4064.62,4592.82,4189.23,4217.44,4224.62,4302.56,4662.56,4456.41,11984
4375.9,4062.05,4326.67,4186.67,4408.72,4683.08,4147.69,4675.9,4258.97,4288.21,4257.44,4325.64,4676.92,4431.79,11985
4420.51,4068.21,4296.41,4154.87,4331.79,4605.64,4048.21,4596.41,4182.05,4230.26,4235.38,4312.82,4677.44,4485.13,11994
4391.79,4013.85,4294.87,4119.49,4334.36,4601.03,4063.59,4607.69,4207.69,4237.95,4251.28,4314.36,4692.31,4460.0,12009
4365.13,4089.23,4293.33,4170.77,4351.79,4615.38,4069.23,4598.46,4188.21,4210.26,4205.13,4297.95,4581.03,4407.69,12010
4386.67,4072.31,4288.21,4138.46,4319.49,4611.28,4058.97,4603.59,4193.85,4224.1,4209.74,4292.31,4629.23,4425.13,12016
4313.33,4046.15,4291.28,4155.9,4385.13,4654.36,4107.18,4664.62,4235.9,4274.36,4227.69,4302.05,4655.9,4376.41,12030
4402.05,4090.26,4340.0,4199.49,4407.69,4677.95,4138.46,4668.21,4259.49,4290.26,4246.15,4337.44,4664.62,4435.38,12038
4331.79,4051.28,4263.08,4117.44,4346.15,4629.23,4100.0,4622.05,4218.46,4237.44,4229.74,4297.44,4635.9,4391.28,12048
4407.18,4053.85,4275.38,4162.05,4342.56,4619.49,4075.9,4596.92,4189.74,4240.0,4226.67,4291.28,4655.9,4459.49,12053
4447.18,4146.67,4307.18,4183.59,4341.03,4609.74,4065.13,4613.33,4185.13,4214.87,4209.74,4304.1,4660.51,4493.33,12063
4376.92,4060.0,4288.21,4143.59,4328.72,4615.9,4081.03,4616.41,4208.21,4220.51,4204.1,4298.97,4606.15,4414.87,12066
4401.54,4090.26,4267.18,4156.41,4336.92,4586.15,4053.33,4598.97,4188.72,4217.95,4217.44,4291.79,4630.77,4428.72,12096
4422.05,4068.72,4292.82,4138.46,4349.23,4616.92,4067.18,4597.44,4189.74,4244.62,4237.44,4309.23,4711.79,4493.85,12101
4335.38,4024.1,4288.21,4143.59,4359.49,4632.31,4103.08,4627.18,4198.46,4233.85,4228.72,4294.36,4629.74,4409.74,12114
4349.23,4033.33,4296.41,4155.38,4361.54,4627.18,4072.82,4616.92,4198.46,4241.03,4220.51,4299.49,4645.13,4393.85,12121
4352.82,4050.26,4350.26,4151.79,4374.36,4671.79,4115.38,4649.23,4225.13,4267.69,4247.18,4317.44,4650.77,4400.0,12123
4423.59,4090.26,4283.59,4154.87,4331.28,4613.33,4062.05,4598.97,4183.59,4208.21,4212.31,4290.26,4653.85,4464.1,12127
4389.74,4083.59,4344.62,4198.97,4431.79,4729.23,4156.92,4705.13,4295.38,4337.44,4317.44,4374.36,4709.23,4460.51,12134
4406.67,4078.46,4314.36,4173.33,4360.51,4619.49,4066.15,4588.21,4167.69,4214.36,4221.54,4310.77,4657.95,4441.54,12140
4434.87,4085.64,4305.64,4154.36,4340.51,4608.21,4062.05,4586.67,4186.67,4216.41,4225.13,4311.79,4671.28,4485.13,12152
4333.33,4038.46,4303.08,4133.85,4367.69,4655.9,4100.0,4634.36,4214.36,4262.05,4231.79,4287.18,4636.41,4382.05,12154
4355.9,3973.85,4262.05,4095.38,4327.18,4598.97,4082.05,4612.82,4208.21,4244.1,4257.44,4303.59,4706.67,4452.82,12176
4385.64,4066.67,4356.92,4206.67,4427.69,4703.59,4146.15,4683.59,4269.23,4302.56,4291.28,4347.69,4698.46,4455.9,12186
4408.72,4054.36,4301.54,4153.33,4341.54,4605.13,4052.31,4610.77,4209.74,4227.69,4240.0,4312.82,4684.62,4463.59,12192
4361.54,4043.59,4319.49,4176.41,4408.72,4680.0,4144.1,4664.62,4263.08,4288.21,4282.05,4328.72,4673.85,4418.46,12214
4330.77,4033.85,4326.15,4145.64,4364.1,4664.1,4110.77,4657.95,4243.08,4273.85,4244.62,4306.67,4645.13,4400.0,12223
4377.95,4005.13,4258.97,4122.56,4354.87,4606.15,4068.72,4584.62,4177.44,4232.31,4213.85,4288.72,4628.72,4426.15,12227
4313.85,4011.28,4279.49,4152.82,4373.85,4652.31,4080.0,4637.95,4223.59,4261.54,4239.49,4301.03,4636.92,4382.05,12240
4403.59,4015.38,4292.31,4134.87,4346.15,4627.69,4081.54,4610.26,4191.28,4258.97,4232.31,4312.31,4665.64,4456.92,12245
4326.67,4027.18,4299.49,4167.69,4378.97,4650.26,4102.05,4646.67,4230.26,4252.31,4203.08,4303.59,4632.31,4382.56,12250
4362.05,4002.56,4290.26,4123.08,4356.92,4636.92,4098.46,4648.21,4236.41,4281.54,4264.62,4316.92,4719.49,4465.13,12261
4334.36,3993.33,4284.1,4121.54,4360.0,4633.85,4094.87,4638.97,4226.15,4271.79,4250.26,4306.67,4686.15,4434.87,12276
4372.31,4049.74,4337.95,4186.15,4416.92,4692.31,4146.15,4674.87,4262.05,4306.67,4291.28,4352.31,4688.21,4445.13,12277
4381.54,4071.79,4351.79,4199.49,4408.72,4687.69,4136.92,4661.03,4234.36,4272.82,4271.28,4342.05,4683.08,4449.23,12280
4434.87,4109.74,4315.38,4168.72,4349.23,4620.0,4065.64,4593.85,4195.9,4220.51,4224.1,4309.23,4667.69,4471.79,12289
4386.67,4063.08,4346.67,4202.56,4420.51,4695.9,4152.82,4689.23,4281.03,4318.97,4302.56,4355.9,4704.62,4458.97,12291
4398.46,4114.87,4311.28,4171.79,4341.03,4605.64,4071.28,4587.69,4170.26,4196.92,4204.62,4301.54,4592.82,4439.49,12293
4400.0,4030.77,4263.08,4139.49,4347.69,4614.87,4073.85,4581.03,4174.36,4227.69,4222.05,4292.31,4646.67,4453.33,12296
4380.51,4003.08,4259.49,4124.62,4357.44,4609.74,4071.79,4596.41,4193.85,4246.15,4226.15,4292.82,4648.21,4443.59,12313
4388.21,4072.31,4356.92,4212.31,4424.1,4701.54,4146.15,4688.21,4271.28,4304.62,4294.87,4355.9,4700.51,4458.46,12318
4403.59,4031.28,4296.92,4134.36,4357.44,4623.08,4077.95,4629.74,4211.28,4263.08,4261.03,4327.69,4740.0,4504.62,12329
4464.1,4115.9,4324.62,4182.05,4356.41,4608.72,4063.59,4603.59,4194.87,4224.62,4240.51,4328.21,4686.15,4506.15,12341
4364.1,4072.31,4332.82,4187.69,4395.9,4688.72,4115.38,4670.77,4248.72,4290.77,4267.69,4336.41,4668.72,4420.51,12344
4321.03,4018.46,4262.56,4107.69,4345.13,4639.49,4088.72,4645.64,4251.79,4284.1,4248.21,4312.82,4640.51,4387.69,12350
4471.28,4105.64,4310.26,4164.62,4329.74,4585.13,4067.69,4597.44,4182.56,4224.1,4257.44,4324.62,4715.38,4531.28,12358
4412.31,4099.49,4294.87,4168.21,4332.31,4616.92,4073.85,4614.36,4211.79,4226.15,4214.87,4301.54,4615.9,4434.87,12361
4358.97,4042.05,4326.15,4183.59,4406.67,4683.59,4143.08,4680.0,4257.44,4283.08,4267.18,4322.56,4664.62,4415.38,12379
4328.21,4046.67,4267.69,4120.0,4349.74,4621.03,4103.59,4636.41,4234.87,4251.79,4236.41,4300.51,4634.87,4381.03,12381
4411.28,4118.46,4375.9,4235.9,4463.59,4749.23,4170.77,4713.85,4299.49,4348.72,4318.46,4385.13,4717.44,4467.69,12387
4439.49,4082.56,4301.03,4154.87,4349.74,4636.92,4082.05,4606.67,4205.64,4265.13,4238.97,4316.92,4671.28,4471.28,12389
4420.51,4066.67,4281.54,4167.69,4342.05,4611.79,4071.79,4588.21,4185.13,4229.23,4226.67,4311.79,4647.69,4473.33,12418
4408.72,4108.21,4372.82,4229.74,4452.82,4737.44,4158.97,4707.69,4293.33,4341.03,4310.77,4380.51,4706.15,4462.05,12432
4438.46,4098.46,4296.41,4156.92,4348.72,4629.23,4084.1,4593.33,4189.74,4252.82,4225.13,4307.18,4652.31,4471.79,12440
4359.49,4056.92,4358.46,4158.97,4377.44,4674.36,4114.36,4660.0,4244.1,4277.44,4261.54,4327.69,4658.46,4406.67,12443
4438.97,4110.77,4304.1,4167.18,4348.21,4612.31,4064.1,4604.62,4179.49,4210.26,4216.92,4303.08,4649.23,4471.79,12455
4398.97,4099.49,4377.44,4232.31,4443.59,4750.26,4157.44,4714.87,4290.26,4328.21,4303.59,4379.49,4709.23,4456.92,12456
4360.0,4072.82,4322.05,4179.49,4398.46,4696.41,4124.62,4678.97,4272.82,4304.62,4273.33,4335.38,4673.33,4417.44,12471
4380.51,4009.23,4288.21,4136.41,4347.69,4617.95,4075.9,4600.0,4202.56,4272.82,4241.54,4311.28,4683.59,4453.85,12493
4414.36,4053.85,4284.62,4136.92,4328.72,4611.79,4053.85,4613.85,4208.21,4238.97,4240.0,4310.77,4682.05,4479.49,12508
4327.69,3986.67,4284.62,4121.54,4360.51,4641.03,4091.79,4644.62,4227.69,4266.15,4240.51,4303.59,4671.28,4420.0,12520
4392.82,4079.49,4299.49,4173.85,4343.59,4620.0,4063.59,4595.9,4186.15,4204.62,4199.49,4292.31,4616.92,4423.08,12529
4338.97,4028.21,4296.92,4151.79,4357.95,4636.41,4108.72,4622.05,4208.21,4238.97,4233.33,4300.51,4627.18,4405.13,12551
4330.26,4039.49,4303.59,4153.85,4373.33,4652.31,4108.72,4674.36,4252.31,4280.51,4238.46,4310.26,4667.18,4400.51,12559
4490.77,4153.85,4309.74,4182.05,4347.69,4600.0,4071.28,4589.23,4176.41,4233.33,4269.23,4340.0,4729.23,4518.97,12588
4418.97,4133.85,4298.46,4168.21,4346.15,4604.1,4049.23,4580.0,4168.21,4205.64,4207.69,4296.41,4630.77,4441.03,12590
4393.33,4066.15,4330.26,4198.97,4403.59,4670.26,4129.74,4665.13,4249.74,4272.31,4217.95,4331.28,4638.46,4428.21,12597
4364.62,4086.15,4265.13,4157.95,4355.38,4615.9,4061.03,4624.1,4208.21,4231.28,4223.08,4287.18,4614.36,4394.87,12604
4358.46,3975.9,4264.1,4122.56,4348.21,4607.69,4073.85,4603.08,4196.41,4247.18,4223.59,4296.92,4637.44,4423.59,12612
4373.85,4024.62,4324.1,4168.72,4389.74,4668.21,4121.54,4668.21,4250.26,4270.26,4214.36,4326.15,4622.05,4398.46,12620
4423.59,4075.9,4277.44,4166.67,4335.9,4611.79,4070.77,4574.36,4176.92,4240.51,4233.85,4310.77,4655.9,4471.79,12625
4418.46,4031.28,4309.74,4149.23,4356.92,4624.1,4070.77,4602.05,4207.18,4270.26,4243.59,4323.59,4682.56,4466.15,12627
4422.56,4132.31,4300.0,4162.56,4348.21,4609.74,4060.0,4586.67,4182.56,4220.0,4218.97,4302.56,4642.05,4449.74,12662
4349.74,3987.18,4279.49,4106.15,4345.13,4629.74,4086.15,4616.41,4204.62,4257.44,4222.56,4299.49,4638.46,4404.62,12674
4413.85,4072.82,4279.49,4153.85,4324.1,4592.31,4067.18,4587.18,4170.26,4209.23,4172.82,4296.92,4661.03,4455.38,12679
4409.74,4107.18,4382.56,4232.82,4447.18,4750.26,4174.36,4726.67,4306.15,4341.03,4312.31,4391.28,4715.38,4468.21,12687
4316.92,4016.92,4262.56,4101.03,4344.62,4632.31,4082.05,4643.08,4248.21,4286.15,4250.26,4311.79,4642.56,4390.77,12691
4429.23,4064.1,4311.79,4153.33,4357.44,4626.15,4084.62,4629.74,4218.97,4268.72,4266.67,4333.33,4743.59,4522.05,12697
4328.21,4036.92,4294.36,4171.79,4375.38,4647.69,4103.08,4644.1,4232.82,4248.21,4213.33,4296.41,4632.82,4383.59,12710
4330.77,4020.51,4292.31,4139.49,4363.08,4629.74,4092.82,4635.38,4209.23,4239.49,4223.59,4297.44,4630.77,4404.1,12717
4382.56,4002.56,4271.28,4134.87,4358.46,4601.03,4065.13,4589.74,4191.28,4242.56,4223.59,4293.85,4642.56,4441.03,12723
4409.74,4046.67,4285.13,4127.69,4327.18,4609.23,4061.03,4625.13,4209.23,4252.31,4255.9,4315.9,4690.26,4487.69,12727
4362.56,4022.56,4269.74,4127.18,4323.08,4603.08,4060.0,4617.95,4200.0,4247.69,4231.79,4291.79,4650.26,4427.18,12748
4319.49,4014.87,4278.97,4136.92,4365.13,4651.28,4082.56,4641.03,4226.67,4264.62,4242.05,4304.62,4633.33,4380.51,12750
4356.41,3994.36,4295.9,4136.41,4351.28,4623.59,4076.92,4617.44,4207.18,4253.33,4222.56,4305.13,4629.74,4405.64,12759
4383.59,4057.95,4325.64,4184.62,4409.23,4687.69,4153.33,4682.56,4261.54,4289.74,4261.03,4337.44,4682.05,4433.85,12780
4373.85,4053.85,4337.95,4190.77,4411.79,4696.92,4148.72,4677.95,4263.08,4299.49,4285.64,4346.67,4684.1,4440.51,12787
4332.31,4034.36,4297.95,4138.97,4360.51,4641.54,4077.95,4628.72,4202.56,4246.67,4230.26,4298.97,4625.13,4388.21,12790
4413.85,4114.36,4381.54,4233.85,4453.33,4756.92,4174.36,4727.18,4314.36,4346.15,4316.92,4389.23,4709.74,4462.56,12792
4366.67,4040.51,4327.18,4184.62,4408.21,4692.82,4152.31,4688.21,4272.82,4293.33,4275.38,4328.72,4673.85,4428.21,12793
4366.67,4066.67,4343.08,4187.18,4409.23,4677.44,4131.28,4658.97,4247.69,4289.74,4274.36,4340.0,4681.03,4443.08,12795
4360.51,4061.54,4287.69,4149.74,4342.56,4616.41,4074.36,4601.54,4203.08,4231.28,4226.15,4295.38,4628.72,4433.85,12800
4395.38,4102.05,4368.21,4229.23,4445.64,4748.21,4164.1,4724.1,4307.69,4338.97,4306.15,4378.46,4704.1,4450.77,12813
4405.64,4098.97,4295.9,4157.44,4330.77,4602.56,4061.03,4627.69,4192.82,4223.59,4207.18,4302.05,4638.46,4441.54,12818
4382.56,4054.87,4349.23,4188.72,4422.05,4705.13,4165.64,4683.08,4266.67,4305.13,4291.79,4349.23,4696.92,4454.87,12829
4444.1,4102.56,4325.13,4181.54,4352.82,4604.1,4048.21,4596.41,4179.49,4232.31,4248.21,4329.23,4685.13,4482.05,12832
4371.28,4043.08,4326.15,4191.79,4389.23,4665.13,4129.74,4667.18,4246.67,4259.49,4199.49,4324.62,4604.62,4392.82,12833
4386.67,3998.46,4276.41,4112.82,4321.54,4598.46,4083.08,4628.72,4225.13,4254.87,4267.18,4313.85,4727.69,4486.15,12849
4461.54,4131.28,4300.0,4168.72,4321.54,4587.18,4069.74,4595.38,4182.05,4205.64,4218.97,4308.21,4663.08,4496.41,12857
4403.59,4040.0,4264.62,4151.28,4345.64,4612.31,4073.33,4580.51,4171.79,4230.26,4221.54,4292.31,4648.21,4456.41,12860
4350.26,4044.62,4277.44,4152.82,4354.36,4637.95,4089.74,4611.28,4207.69,4262.56,4219.49,4304.1,4628.72,4421.54,12872
4433.85,4086.15,4306.67,4155.38,4343.08,4607.69,4056.92,4592.31,4190.77,4224.62,4223.08,4314.36,4673.33,4483.59,12886
4376.92,4024.1,4278.97,4120.0,4324.1,4607.69,4061.54,4615.38,4197.95,4236.92,4227.18,4305.13,4643.08,4442.56,12890
4337.44,4038.97,4300.51,4142.56,4362.56,4646.67,4094.36,4642.05,4216.92,4262.05,4243.08,4308.21,4636.92,4401.03,12891
4408.21,4104.1,4380.0,4232.31,4449.74,4750.26,4169.23,4731.28,4311.28,4352.31,4319.49,4388.21,4715.9,4464.1,0
4347.18,3975.38,4266.67,4102.56,4333.33,4617.95,4097.44,4612.82,4210.77,4240.51,4248.21,4313.33,4664.1,4411.79,1
4317.44,3981.03,4283.59,4121.03,4351.28,4635.38,4091.28,4633.85,4210.77,4257.44,4234.87,4295.9,4658.97,4407.18,1
4381.54,4069.74,4294.87,4168.21,4348.21,4614.87,4054.87,4592.82,4179.49,4208.72,4202.05,4292.82,4617.95,4415.38,0
4390.26,4054.87,4349.23,4194.87,4420.51,4692.82,4154.36,4687.69,4272.82,4314.36,4300.0,4355.9,4703.59,4463.59,1
4382.05,4063.08,4329.23,4188.21,4412.82,4688.72,4153.33,4682.56,4270.26,4298.46,4267.69,4342.56,4687.69,4437.44,1
4328.21,4059.49,4290.26,4162.05,4373.85,4649.74,4102.05,4646.67,4217.44,4227.18,4213.33,4298.46,4605.13,4372.82,0
4362.56,3983.08,4273.33,4115.38,4336.41,4624.62,4104.62,4627.18,4212.82,4233.85,4245.13,4324.62,4663.08,4421.03,1
4320.0,4031.28,4277.95,4143.08,4377.95,4648.21,4102.56,4644.62,4228.21,4255.9,4229.23,4297.95,4643.08,4394.36,1
4400.0,4049.74,4278.46,4134.87,4330.77,4609.23,4058.46,4613.33,4196.92,4242.56,4237.95,4304.62,4669.23,4468.21,0
4429.23,4065.13,4296.92,4154.36,4365.13,4628.21,4083.59,4617.44,4225.64,4285.64,4256.41,4326.15,4696.41,4481.03,0
4370.77,4058.46,4279.49,4153.33,4334.87,4614.87,4067.18,4607.69,4201.54,4226.67,4220.0,4291.28,4623.59,4404.62,0
4406.67,4076.41,4295.9,4150.26,4320.51,4598.97,4058.46,4615.9,4196.41,4227.18,4212.82,4313.85,4637.44,4457.44,0
